#doc name topic proportion ...
0	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/.DS_Store	7	0.6607882762623983	6	0.06024899139079792	10	0.0433863940444959	15	0.026580521172875102	0	0.026264691357154018	18	0.02250014158412662	12	0.019385315202593355	17	0.016768402181158736	13	0.0162445237456925	3	0.015753610845668394	19	0.014818900808530426	1	0.011629546131940942	5	0.01092108765876606	8	0.010679152120876025	9	0.00917669892964766	4	0.008421147241006429	16	0.006940007295496896	14	0.006888783715386494	11	0.006324770388173921	2	0.0062790379232142	
1	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/0	2	0.17283915309211334	18	0.14751843742262544	6	0.145907666621577	11	0.14038428803555228	1	0.12247055543868715	5	0.05345175463102658	3	0.04970771606447064	17	0.04774486916971096	12	0.041828625250167444	0	0.02401694062295283	9	0.008709188114481747	4	0.008660221713061208	16	0.008564230804401815	19	0.007046238163388315	13	0.005110016773443377	10	0.004840434622442524	14	0.004503682450064372	15	0.0037512660987982773	8	0.0027207173860602264	7	2.2399752497445082E-4	
2	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/1	17	0.21717519535977287	6	0.12743108317475085	7	0.12575523233874955	15	0.11287062110421507	11	0.10948112393365715	12	0.08153004825288558	18	0.0652721347122183	8	0.04597446910814738	19	0.02772610018493714	0	0.024362901131638973	4	0.0211319881335004	3	0.017498369236910147	13	0.011357134414058516	5	0.004833650535073667	16	0.004571924894823057	10	7.944879747872858E-4	1	7.645538721822756E-4	9	6.032978949404705E-4	14	4.5288493673535337E-4	2	4.12798806015962E-4	
3	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/10	17	0.31133082536105466	11	0.2616649841810308	6	0.09985725310197618	12	0.08290546101703794	18	0.04841095783127917	0	0.04049228476911617	9	0.029172872712251535	3	0.02347861724117319	19	0.023417668879274694	4	0.020959463562149172	8	0.019065662474567455	14	0.012695401902620265	15	0.011938378425382644	5	0.008876259382348135	16	0.0024935633160130667	13	0.0010592344928195656	10	7.880016614111873E-4	1	7.583119450980907E-4	2	4.0942865756555185E-4	7	2.2536908583052647E-4	
4	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/100	4	0.29056867667231556	12	0.21126087358752074	18	0.0934474831140356	13	0.07504584403179931	7	0.06422760411424656	6	0.059855894037588855	10	0.04877729713150863	8	0.030685573341776667	9	0.030589564501498866	5	0.018699769066861584	3	0.017008363277874004	15	0.01570000713121588	0	0.01567982516847018	19	0.008947791151013478	1	0.004743565538631641	16	0.004443897510533812	2	0.00440166065199972	17	0.003071734843910951	14	0.0024404135376475352	11	4.041615895504141E-4	
5	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/101	13	0.2500645397944011	4	0.18931527106677698	8	0.16536120576858535	18	0.13197946016281245	12	0.10968892905698871	3	0.0753157688331034	6	0.031980881027214414	14	0.01249143813022341	19	0.010991974396105978	15	0.0077300878798010125	0	0.003693335777121168	17	0.003084072433366028	11	0.0024140294398117034	2	0.002411095334288679	10	7.753416611410704E-4	1	7.461289385133303E-4	5	7.006756282488027E-4	9	5.887590585009078E-4	16	4.452572970532298E-4	7	2.2174831594232487E-4	
6	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/102	18	0.24595546021292608	13	0.12931018095055066	1	0.09494295363387739	12	0.08541845343847844	5	0.08487649353887931	3	0.08318169780129743	4	0.05866156921342859	10	0.05087927712194423	17	0.03314118492446273	8	0.03275129354521792	7	0.02026349964992203	19	0.018986822372353735	0	0.017715470557660516	9	0.014617116092476862	6	0.01187458855308621	15	0.007714595086343248	16	0.006457023633550519	11	0.0024091911947498727	14	4.410850856052001E-4	2	4.020433931890175E-4	
7	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/103	0	0.249702095353559	18	0.2051000456838871	5	0.13579849294875238	15	0.07833327149708554	13	0.04943865564985531	1	0.04309234420106071	6	0.042191565688293	8	0.03698209340523961	11	0.03266891186229808	10	0.026990929449974714	17	0.023259941129403335	16	0.016577798159524516	12	0.013346798423873653	2	0.012502534325122055	7	0.012320701516937958	4	0.008607835776617317	3	0.005047483106106482	9	0.004623819658966981	19	0.0029709289411511434	14	4.4375322229112503E-4	
8	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/104	18	0.1384992118149736	3	0.1339679801244768	4	0.12326283393742725	5	0.08661239613806639	13	0.08286980394522597	10	0.0805528063083138	12	0.07489417979184539	11	0.059724346382591505	6	0.05302165038249547	7	0.041130031560629686	0	0.038529889920598574	1	0.023257173703550533	19	0.015284722622120682	8	0.012969025527441383	15	0.011962794917245856	9	0.010825646669055703	14	0.006585736434376888	16	0.004543873254219256	17	0.0010956305401632568	2	4.1026602518197457E-4	
9	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/tagged_JMLP.txt_stripped.txt/105	8	0.22043692297578857	12	0.18198951740574984	18	0.14112166881073512	13	0.12428237261472523	6	0.07172191384086177	0	0.059224242730551296	9	0.05194231410523069	14	0.049738599830651466	15	0.028440810400395023	4	0.021088591266997213	3	0.017462434407257567	1	0.015138255218268613	17	0.007260961154162277	10	0.00284646661213393	5	0.002770113895042615	2	0.0024655612841350994	19	9.722289051435377E-4	16	4.553155312778041E-4	11	4.1495146429746575E-4	7	2.2675754659483492E-4	
