first,second,likelihood_ratio
classe,politique,39.872113026040154
salaires,manuels,96.16211505735009
salaires,intellectuels,42.841517489348504
salaires,travailleurs,35.06761483255634
chose,extraordinaire,27.153213217226458
voilà,alors,48.97466263633472
voilà,mais,14.03740454924754
dizaines,années,30.3008348493779
dizaines,millions,25.608419523896828
suppression,impôt,68.45604491526133
votez,chirac,19.675863112886944
pourrait,faire,29.975484602248642
partir,moment,37.03440508010437
partis,politiques,27.2531428796714
présidence,république,154.5863997064076
etats,unis,320.5742267009125
abord,faire,13.863868345608036
chère,madame,41.89017284655909
vraie,raison,35.257755597858846
différents,gouvernements,53.23445346223428
chirac,jospin,59.41089590190067
chirac,battu,15.8174880892877
chirac,était,10.786135416467436
chirac,avait,4.425998281524059
chirac,ailleurs,2.7517774106858246
chirac,bien,2.1294281112163747
ligne,directe,41.538294730892254
dont,sait,20.990819323032664
guerre,civile,41.146225880967854
guerre,mondiale,34.09313119528286
rendent,compte,27.38323526341692
goulots,étranglement,51.097919687262454
balle,rafale,59.41568585399159
goulot,étranglement,51.097919687262454
pire,jospin,31.598538351175616
éducation,civique,36.9669178064954
éducation,nationale,27.965756935421737
voix,front,21.023143222604443
voix,gauche,12.574280859616445
peuple,français,149.07889298114623
toute,évidence,38.10492879255794
toute,circonstance,31.381529473421914
armées,chef,61.47929525881844
trois,semaines,57.009025319169346
rendre,compte,98.13303026426317
rendre,comptes,71.27644862951522
presque,toujours,29.552008221650734
candidature,arabe,49.85497238818498
candidats,fantaisistes,38.940093060923786
candidats,présidence,32.52787248749485
évidemment,plus,5.679546528354521
plus,tard,40.221336874431756
plus,plus,8.696120208082263
plus,pouvoir,7.71588342481201
plus,ailleurs,5.301169819033041
parrainages,près,31.613955459720053
tiers,monde,92.70789198405618
pense,faut,22.0746972812075
pense,électeurs,11.59917672767152
pense,beaucoup,7.342620489340605
pages,faits,59.55039745015577
tour,bien,4.306190019432901
diminuerais,impôts,65.82892161945091
ecoutez,crois,19.22708266884243
