first,second,likelihood_ratio
palais,bourbon,64.83972336146797
fonction,publique,30.588877080269583
conseils,régionaux,73.41045769898018
plus,tard,20.944806297046576
votez,utile,74.44671243981225
voter,utile,34.39675359573453
opposition,parlementaire,23.488852531194617
utile,votez,28.00576115581849
contre,terrorisme,28.340123928646744
peine,mort,59.83569912608609
visa,entrée,45.857819604559076
bande,quatre,40.79578729570294
assemblée,nationale,91.25534612876488
acte,unique,57.20155334193023
hauts,fonctionnaires,68.23218039484811
majorité,parlementaire,33.414388946537635
front,national,207.96290336070487
président,république,41.82617559066397
équipe,ministérielle,45.857819604559076
jean,marie,50.35650076150954
opinion,publique,30.588877080269583
lettre,jean,40.79578729570294
premier,ministre,55.28814791568989
suffrage,universel,45.857819604559076
rassemblement,national,53.79707102846429
trois,mois,36.12289088984175
faux,semblants,40.79578729570294
lutte,contre,43.977593586925295
