first,second,likelihood_ratio
classe,politique,129.2560928984086
débat,public,32.901488431661136
idées,front,15.854739062969276
mouvements,politiques,40.213117124552234
stéphane,ravier,55.20153274998599
arrivés,pouvoir,30.892895085694562
place,protectionnisme,25.424685084413785
place,politique,10.200562658247712
régionale,comptes,42.38595049693082
partir,moment,48.80147111756171
partis,politiques,24.39643063304196
etats,unis,132.63179478565226
france,sûre,21.885281227119087
france,oubliés,20.416998018696574
france,déstabilisée,18.851179571624794
france,nouvelle,11.565175228125344
france,aujourd,9.864879764185044
france,libre,8.790684051925894
france,temps,6.3407306877399
france,voilà,5.73346297801082
france,toutes,5.3330831380139685
france,france,2.852020988556405
france,peuple,1.949567503904675
france,français,1.8366036453955061
france,plus,1.5263324328244527
france,mais,0.5787681792921067
pose,problème,26.761087005052225
lorsque,certains,36.90307664668517
histoire,france,27.674157569870594
bachar,assad,127.43711813775656
plateaux,télévision,59.70021390693644
guerre,mondiale,37.391494156747044
guerre,entre,17.775402994895902
sarkozy,françois,35.87583373972753
dont,sait,29.03911818123859
passe,chose,20.19654984623009
vivre,français,12.312592999775328
voix,france,13.276481972115471
dans,domaine,45.35240178269663
peuple,français,151.41275352243866
peuple,peuple,24.38786389629604
peuple,france,6.882928552150356
victimes,victimes,25.278489051061218
régler,problème,40.84980416846336
toute,façon,40.94035500227322
toute,action,24.33201668008781
voit,bien,19.472786488645177
leurs,préoccupations,42.90787804785022
leurs,problèmes,21.882450120835635
leurs,intérêts,15.389206428790065
adversaires,politiques,38.687285803655186
dumping,social,124.38414550946666
processus,démocratique,56.20129043905474
grande,finance,49.9714708411085
totale,frontières,29.498736008572884
bleu,marine,55.20153274998599
pense,faut,11.552185053732508
pense,bien,3.685175879828339
tour,france,75.81953604968557
finance,internationale,30.223673930330545
grands,patrons,36.064675728327025
grands,objectifs,27.797433530664193
assurer,sécurité,43.12604554229337
tête,liste,27.797433530664193
peur,peuple,15.475051813709598
peur,dire,12.473531254806865
banque,centrale,47.482927865838576
possible,faire,14.506781589511373
moyen,pouvoir,21.394608509132617
résoudre,problème,31.80934949750401
rien,dire,8.259691964144126
rien,plus,6.147745913319289
rien,faire,5.585856721796149
gouvernement,français,24.740019860598984
gouvernement,union,19.19783760706023
compte,tenu,49.02778306385029
première,chose,33.9658304007872
quelques,années,43.81255669485714
quelques,semaines,42.17470089950395
arriverons,pouvoir,30.892895085694562
chers,amis,142.2837824135193
chers,compatriotes,81.70954778323309
nouvelle,politique,36.36274017011403
cour,comptes,42.38595049693082
mettre,œuvre,83.05339800244673
mettre,place,79.81192017511042
mettre,oeuvre,29.777810930119227
mettre,pouvoir,13.98104084181961
campagne,présidentielle,31.805490611747445
lutte,contre,110.28837373167514
candidat,front,21.743721981563212
logements,sociaux,80.6093320778279
nicolas,sarkozy,452.11788538779183
parce,agit,30.79873624279803
parce,suis,13.216236281529818
entreprises,françaises,33.92383623143688
respecter,règles,34.75158759652266
parlement,européen,49.421457206008455
entendu,mais,13.154105589109491
bien,entendu,120.92363857427195
bien,souvent,39.391631466099504
bien,dire,30.983807571535813
bien,compris,17.111966819607513
bien,raison,15.992246185398873
bien,évidemment,8.050417207982525
bien,gouvernement,5.439614007635993
bien,monsieur,3.6969749570699735
bien,crois,3.4705763857577834
bien,bien,2.865733537803248
bien,faut,2.3577782772626117
bien,mais,0.9203620502488885
pourquoi,exprime,32.33465429321279
pourquoi,parce,19.917494729834246
