first,second,likelihood_ratio
conseiller,régional,41.42740068396226
millions,étrangers,29.978337714502185
écurie,présidentielle,36.24912337983021
plus,jamais,13.651555863352659
plus,plus,4.244336233326718
élection,présidentielle,36.24912337983021
ores,déjà,40.184453384875
dois,dire,24.96699605135154
quelque,sorte,54.016929779633
pour,instant,34.663748678726705
pose,problème,22.992384838070286
partir,moment,38.28791182137497
ligue,nord,47.931964313829106
député,européen,40.74825928894446
pays,musulmans,20.650234816066646
suis,député,27.171089530528775
suis,accord,23.371154221409196
nous,avons,25.41881215163767
certain,nombre,51.38323895453553
aurait,jamais,25.41881215163767
faut,supprimer,23.96986506539881
faut,bien,15.85787567488526
faut,faire,11.09657146077203
faudrait,mettre,36.2867529328925
parti,politique,14.776976315750417
beaucoup,gens,32.5496026822304
voilà,bourdin,35.196931355027175
front,national,265.3088592171259
compte,tenu,54.463809929002544
président,république,51.79969897450995
président,sarkozy,19.919709431013565
président,front,14.776976315750417
vous,savez,43.37891641280408
équipe,france,23.748303038183543
chers,amis,40.184453384875
jean,marie,116.95141586509568
problème,immigration,19.098117972626255
premier,ministre,25.33290807483675
mettre,entrée,43.01505018058904
gaudin,pacha,49.745166850681606
crois,crois,10.305534885040096
candidat,présidentielle,25.684603381965225
avais,trouvé,36.2867529328925
