first,second,third,likelihood_ratio
faut,bien,dire,81.37954938673602
tout,monde,sait,157.1485717508947
martinez,serge,félon,118.14760812524526
front,national,arrive,1300.172064699078
président,front,national,1302.6685427112157
gens,front,national,1283.4665758742892
