first,second,likelihood_ratio
sécurité,sociale,51.68178823108322
santé,président,26.154935298804837
quelque,sorte,259.824958037859
quelque,chose,85.06717645609886
place,opéra,37.308020398678394
partir,moment,29.96995163226579
partis,politiques,30.58527926850247
etats,unis,115.3784113164511
français,crois,1.9342085241171625
france,alors,12.461364333732941
france,plus,2.97682658419029
espace,charenton,50.03422460984545
paris,espace,39.45023644556784
dont,voyons,30.58527926850247
guerre,civile,46.85709823107247
balle,camp,41.717072568003545
président,république,138.088116354964
deuxième,tour,75.83117263131922
peuple,français,74.2718862843585
réponse,peuple,21.79437575403881
toute,série,41.6419481641178
problème,bien,9.172938913212956
grande,partie,41.30206050860352
cancer,prostate,50.03422460984545
plus,grand,26.828757538582465
plus,enfonce,26.325246344880902
plus,grave,25.645889861731586
plus,suis,3.0949114890237643
plus,plus,1.101501343439475
mais,écoutez,27.30240503019188
mais,savez,10.714071006037251
mais,pense,7.568600976705568
mais,crois,5.043560971286366
mais,bien,3.8699747489002396
réformes,nécessaires,35.63319904270955
pense,français,6.7620184663614005
europe,plus,19.925180858550323
europe,bien,5.721419834837275
sera,plus,16.268348334717977
voudrais,dire,15.049920240984274
européens,bien,11.70874316775495
présidence,république,35.936293454428395
rôle,important,29.912827435057416
milliards,francs,43.30451733538273
après,guerre,21.51570620213085
autres,pays,35.206873130249065
gouvernement,français,14.697395973384822
bien,évident,30.04796557593116
bien,évidemment,12.924741258662397
bien,crois,7.838502854209695
bien,faut,5.831750453905392
bien,dire,0.8155765881271795
sans,doute,55.132335098837714
hommes,politiques,42.327137465147416
voulez,bien,12.95482966543123
voulez,faire,10.978004135600667
premier,rang,36.540024079637604
premier,ministre,30.461067076130057
mettre,place,24.44657402643578
campagne,électorale,39.520833060650276
crois,peur,15.696380323503853
crois,savoir,10.644745479877958
crois,crois,9.99804370079183
crois,déjà,8.122415969011357
crois,faut,7.134085910460615
temps,temps,31.341160044743727
élection,présidentielle,80.29281471601352
assez,normal,25.489352998706206
pose,question,50.37397897335561
suis,présent,19.07722275694123
homme,politique,20.6870561060185
politique,française,30.789730731679832
nous,sommes,90.4794680873244
nous,avons,38.22499209353347
immigration,massive,33.81709360253221
était,villiers,15.079207769609463
assemblée,nationale,34.915107832909435
mois,après,27.762059524084634
élections,présidentielles,37.14490509274553
élections,européennes,31.065128459083404
trouve,scandaleux,27.882415325332246
trouve,assez,24.97674196925676
sais,rien,45.59564629402028
conseil,administration,58.0433667591614
conseil,régional,43.07565073748928
sait,bien,8.850378049599758
grand,meeting,43.277407886033025
jean,paul,54.53290576679592
moment,donné,26.046917340911058
avais,deviné,55.98807611208259
parlement,européen,29.650804784446063
millions,étrangers,26.940662881341773
millions,voix,20.75285149639167
millions,électeurs,20.29434899026857
jacques,chirac,198.96961811994316
secrétaire,général,58.0433667591614
économique,social,37.219824683475274
gouvernements,français,19.764572799290058
vais,dire,26.403755317886116
services,publics,60.400831375439225
pays,européens,34.15253895050786
zone,euro,54.315114972482306
dois,dire,63.53515274632412
veut,dire,15.788330533606214
dire,monsieur,13.739751400672297
dire,était,8.488174433730492
dire,suis,6.755896361938098
certain,nombre,330.98957249466486
gens,banlieues,26.023483308901245
petits,groupes,44.972192300984986
économiques,sociales,41.717072568003545
beaucoup,mieux,22.06648362973189
beaucoup,plus,16.268348334717977
autant,plus,15.016309203885971
front,national,359.70764536742706
nombre,gens,22.635242778953835
nombre,autres,14.392663546755383
voilà,crois,10.644745479877958
jusqu,présent,35.633199042709556
faire,club,28.159428660902197
faire,réformes,17.66490124947842
faire,europe,5.457165639949037
vous,savez,100.55527801632232
monsieur,villiers,83.7352118192504
monsieur,schröder,35.464918172403195
faut,dire,32.79968220443862
faut,savoir,31.24634385265314
faut,faire,24.18277381846785
faut,bien,17.173160755951095
constitution,européenne,31.40082414322416
pouvoir,faire,12.210818018083557
