first,second,likelihood_ratio
plus,plus,17.677440912854365
plus,jamais,15.15457173353817
parlement,européen,38.19662697406942
beaucoup,plus,20.118838293592628
bleu,marine,47.75734043987602
front,national,253.70050503529853
débat,public,113.26892826325887
bien,autres,21.771129557956932
aujourd,plus,13.352188390049392
faire,avancer,27.824428557813377
élections,municipales,31.471581620199704
union,européenne,119.33053106840711
françois,hollande,74.48414493488615
année,2014,27.294646447720865
nous,avons,30.89860712381916
nous,serons,24.676668777703107
jean,marie,168.782515686333
rassemblement,bleu,47.75734043987602
autres,pays,21.372819593831334
français,nous,8.254962794000495
