first,second,likelihood_ratio
sécurité,sociale,61.33547521953113
conseiller,régional,55.21494791147187
années,années,38.48025999622285
domaine,suis,20.225282506657187
classe,politique,40.001471693056985
quelque,sorte,215.86655302079555
dossier,complémentaire,58.50626305167395
etats,unis,79.35048961292517
élus,front,17.14756453722001
milliard,euros,39.41173518864141
arrivée,tête,46.337647256880686
dalil,boubakeur,55.70121738855586
besoin,france,55.29256534191607
xxième,siècle,42.81025978587775
guerre,irak,45.78249368052615
président,république,28.41414930368933
région,parisienne,58.133593895042154
deuxième,tour,67.33428568908774
peuple,français,36.17736328022214
union,européenne,41.96404801725817
coûte,cher,46.140503922744
voix,front,12.370876508911456
conseillers,régionaux,42.885275498298064
liste,arrivée,43.47226640168778
liste,front,18.55129104224571
cadre,national,21.552410669448157
délits,crimes,37.82475974519063
plus,nombreux,22.020374048292297
plus,plus,19.138806198279227
plus,loin,14.446202170401621
augmenter,impôts,42.885275498298064
tiers,monde,32.41558747745591
europe,monde,11.143752148077064
puisqu,bien,23.218156749534085
opposition,nationale,26.73767282920842
voudrais,dire,19.985422678669522
crimes,délits,37.824759745190626
port,voile,42.885275498298064
réforme,retraites,38.31292673531065
milliards,euros,50.04300235321633
bureau,politique,77.12023099117351
bureau,exécutif,37.70800944434674
autres,domaines,34.086451582874
autres,partis,19.61063344342508
fond,commerce,45.11620557802816
représentés,assemblée,45.11620557802816
bien,évident,52.87758905197797
bien,trouve,12.540770960319612
bien,évidemment,11.691971696691422
bien,dire,9.636187387232408
bien,plus,2.3989571534361307
quelques,mois,24.01083554976394
hommes,politiques,53.18706301668486
fête,travail,26.280292980369616
premier,tour,30.577241048195432
campagne,électorale,128.3449329921381
campagne,front,8.429355538889002
france,mais,5.617737791003415
monde,besoin,38.33294887654421
prendrais,acte,44.47275650292818
temps,temps,18.597275520296414
prix,nobel,46.140503922744
suis,fanatique,24.125155971560723
administration,fiscale,90.14811881836805
nous,avons,71.75784926592293
nous,sommes,56.39196154324026
immigration,masse,38.2395558617034
immigration,dont,15.857422253819543
était,ailleurs,10.113880231630912
avec,argent,31.599684887178466
assemblée,nationale,40.026152359753915
barrer,route,66.96247215647719
élections,régionales,51.640613650599505
élections,présidentielles,51.28826894836291
élections,européennes,39.9621240115746
sais,bien,11.313205599332735
sait,bien,14.78084887664657
peux,dire,30.509595228424676
électeurs,front,17.815950725898947
jean,marie,79.35048961292517
national,avons,13.557156142764114
national,autres,7.618816433969682
national,front,3.693480127345877
électorale,européenne,21.950746668454034
puisque,sommes,17.915081765685894
ministre,intérieur,59.065036655881414
ministre,propagande,42.2051739176992
lutte,contre,37.79064787556314
relancer,économie,44.243962359243966
parlement,européen,45.11620557802816
avons,élus,24.64465717821671
listes,électorales,37.70800944434674
construire,prisons,59.324639106739184
gouvernements,gauche,26.538987824682806
pendant,décennies,31.54655643039215
pendant,campagne,18.482366907488302
pensent,français,22.39286399887216
vais,répondre,41.76482920460428
dois,dire,76.28167261069042
veut,dire,40.214371164857596
dire,faut,8.977743280815623
certain,nombre,212.32746838605172
route,front,22.627383641697843
politique,française,50.87828345307407
politique,immigration,17.652885729805394
politique,européenne,12.97932840145782
toutes,régions,33.55584657752582
gens,riches,26.091423611296925
gens,dont,13.462756118111201
contre,insécurité,23.981707602412815
contre,ensemble,22.5584687285428
beaucoup,autres,62.30523490968904
pouvoir,socialo,24.244682694197945
front,national,993.7585316517191
juge,libertés,51.202536231600135
manière,dont,36.63041076778845
parti,socialiste,92.20711327498422
vous,savez,44.58594400962602
vous,êtes,26.610289798794216
faut,faire,27.387614614290776
faut,dire,26.382530547028693
faut,bien,19.33753323249942
impôt,revenu,80.62690518823112
socialo,communistes,113.6705127954549
socialo,communiste,38.31292673531065
aucune,raison,27.65647926860391
revenu,travail,27.906495359531498
