first,second,likelihood_ratio
parlement,strasbourg,50.86734630405139
parlement,européen,32.401800342155404
groupe,droites,45.21367257660443
général,aoun,46.61372277746411
toujours,plus,14.178827785161431
plus,plus,5.138829126441896
classe,politico,38.48447050582428
front,national,309.5926972809313
marie,france,19.39034706729011
tiers,mondiste,56.34259756580591
grande,importance,32.326375883329746
droites,européennes,50.5205342451566
etats,généraux,42.98223706346428
chers,amis,35.1641182379024
pays,cèdre,33.13818536891183
jean,marie,29.575780729766123
europe,patrie,26.42272744200507
nous,devons,33.8683789968814
était,temps,24.23726983687975
politico,médiatique,69.36760687112935
quelques,jours,30.81643917530993
peuple,france,22.032785298373113
