measure,first,second,third
15.119730695452567,choix,oubliés,contre
12.527510640593118,choix,temps,travail
18.31748142017248,professionnelle,vers,2013
25.276872464029687,excès,injustices,considéré
19.933069869519564,belles,dents,pays
23.19886995202841,droits,douane,ciblés
21.976477530691966,droits,douane,modulables
19.024732699299186,droits,produits,subissent
17.75214938514067,droits,homme,citoyen
16.36642404900798,droits,enfant,autorité
22.562274682891935,accepté,supprimer,définitivement
22.582770094277507,martyre,plan,spirituel
21.84802916522581,notes,frais,doivent
16.14794179658968,campagne,élections,européennes
12.535926554531848,indépendance,france,identité
18.647515843950075,riches,puissants,temps
21.042201712914803,tête,armée,libère
12.474805798656007,résultats,toujours,plus
19.53057348015163,étranger,chers,internautes
21.32207962891201,entreprises,souhaiteraient,travailler
19.012554178925527,pression,baisse,salaires
14.903493569847136,front,national,vive
13.439017137833783,front,national,parti
13.234272582316766,front,national,aurait
12.601288566732663,front,national,seul
11.782934645725803,front,national,chers
11.63825489308661,front,national,sera
11.404891353929166,front,national,jamais
11.392454250690946,front,national,sommes
10.23427258231677,front,national,aujourd
10.02062620344514,front,national,faire
20.291979356419894,militaire,volontaire,mois
22.163246042297686,appel,offre,alimentaire
10.889522096926186,monde,besoin,france
16.8569770914572,sarkozy,bayrou,royal
16.480562409039056,sarkozy,avait,promis
16.120011497291,sarkozy,royal,bayrou
17.67896316651259,marchés,financiers,banques
21.698776682796797,pape,martin,sera
17.777486497796517,constitution,française,article
17.66162796808657,constitution,vème,république
15.486628409738401,constitution,européenne,2005
26.655384087283416,injustices,considéré,fardeau
23.439878051532208,combien,mohamed,merah
21.889260125049105,conseil,général,corrèze
15.857650518532292,sociale,moyen,prospérité
19.79602186175748,vivre,vite,rencontre
22.18723525154501,peuvent,aboutir,supprimant
22.063314700068,corruption,politico,financière
21.217978774976118,cause,excès,injustices
21.05602220750164,sait,lire,écrire
14.584215053373718,électeurs,front,national
22.217978774976118,malheur,charles,devenu
16.200056866978848,grand,chef,guerre
13.639969034896723,grand,chef,politique
23.71198364568373,épargné,échange,gloire
17.874724031891226,gestion,argent,public
13.588061776159268,ensemble,territoire,national
13.002539114281436,ensemble,classe,politique
21.393463301760335,fardeau,obligation,dont
17.010114519923494,président,conseil,général
14.625080965590065,président,république,avez
12.307105462328206,président,front,national
26.47481184164159,jargeau,juin,patay
17.12615961615946,candidate,élection,présidentielle
17.97501805151753,certes,parlement,européen
11.513099718478045,jour,plus,nombreux
21.022792723604507,fonds,intervention,ville
20.36998186842116,matin,paysans,arrive
13.64345802097661,europe,nord,celle
18.919621240198868,nationale,érigé,fête
15.696058275154481,nationale,seule,réponse
15.020951151395316,nationale,emploi,logement
12.4590722637872,nationale,travail,cause
18.909952520202214,second,tour,élections
22.51788056353348,nationales,action,vigoureuse
16.165350348995002,françois,hollande,président
17.104252634509308,jours,premier,tour
23.242602561944942,passé,table,rase
19.62825625444269,passé,professionnel,chacun
16.263692970154125,faut,dire,répéter
12.162715322429296,faut,dire,vérité
9.890732752365547,faut,aller,plus
9.616954271846271,faut,bien,dire
25.007685831214292,compiègne,vendue,anglais
15.569513331948805,puissants,temps,chômage
20.60444712205819,effet,bénéfique,réduire
17.182490208839557,demi,entre,avaient
18.62714033447975,produits,subissent,mêmes
19.664429226886416,nouvel,ordre,mondial
24.304886840199277,bleu,blanc,rouge
15.122018300671243,euros,intérêts,dette
13.40533794152294,euros,mois,millions
17.007715807735842,soit,milliards,francs
13.856773909661104,soit,milliards,euros
21.268164532144333,rend,compte,productivité
19.159617871688766,2009,sera,chargé
19.24901371239753,action,vigoureuse,contre
18.31529662327721,bonne,gestion,argent
17.90410783867232,bonne,dépense,publique
20.926254332531315,soir,second,tour
14.204631046590318,avons,perdu,millions
8.88146983103658,avons,plus,droit
18.32360871759875,petites,moyennes,entreprises
21.907638654363968,faibles,riches,puissants
22.650383406225046,1974,regroupement,familial
21.08654125192553,élections,cantonales,mars
20.34957565775933,élections,régionales,mars
12.74232154714316,domaine,bien,autres
15.544281028064677,grandes,entreprises,françaises
14.944403113728242,lutte,contre,insécurité
14.944403113728242,lutte,contre,mondialisation
17.55945966728488,lien,entre,générations
23.571697936778556,brûlée,vive,1431
21.749562550664823,2013,assurer,renouvellement
19.506992247390745,2013,delà,date
19.07153520687297,obligation,dont,fallait
26.36587747008843,bourguignons,emprisonnée,rouen
13.423750381180476,vote,front,national
25.038712726834923,mystérieux,contact,appelle
13.91641614020606,villes,plus,million
20.2797653766511,vient,livré,étranger
10.997382272962454,rendre,français,liberté
17.34856288478626,dette,publique,réelle
21.31434716944835,jésus,marie,lors
17.797552804868815,novembre,2011,contre
22.979819037781354,charge,cotisations,salariales
19.95479024328983,charge,financière,fiscale
22.94756483877672,effectifs,police,gendarmerie
23.474811841641596,petite,paysanne,lorraine
16.094131505324768,chacun,commencer,celui
14.55952924337618,hommes,femmes,gauche
12.99416887900842,hommes,femmes,pays
20.99780759355635,sainte,martyre,plan
19.06857556743331,vents,mondialisation,sauvage
18.417607589631757,vents,concurrence,mondiale
25.465413143639346,bernard,henri,lévy
18.399883354135028,pitié,royaume,france
17.379052858836165,préférence,nationale,embauche
15.079844840448878,préférence,nationale,emploi
14.281020775875636,préférence,nationale,seule
16.947564838776728,parents,grands,parents
18.372064180604976,miraculeux,faire,croire
21.19267733661325,passage,classe,supérieure
21.26459413425125,chinon,tête,armée
21.143192323775654,présence,conférence,presse
20.923235509414987,arts,armes,lois
16.65250657811802,mandat,nicolas,sarkozy
21.666131522117418,temps,désinformation,diabolisation
