measure,first,second,third
11.023183595613979,bien,plus,précieux
10.997543445488386,bien,chers,compatriotes
10.776207631517515,bien,verra,bien
9.502954007355903,bien,quelque,chose
8.356217588349885,bien,certain,nombre
8.277153153122871,bien,vais,dire
7.748999121670408,bien,front,national
7.628720019194951,bien,évidemment,suis
6.1909077560459735,bien,crois,faut
6.068584103771322,bien,faut,faire
5.8036651623621225,bien,peuple,français
18.223562516412557,sépare,jamais,patrie
17.74320548898227,modèle,économique,ultralibéral
19.12498942650786,2007,2013,delà
11.118761255596205,morale,publique,plus
20.807181700549492,devait,apporter,bonheur
21.95179211079369,syndicat,magistrature,syndicat
17.498055060209257,syndicat,défense,intérêts
10.559656666400862,plutôt,front,national
19.228112207377716,fonction,publique,territoriale
15.575680123423169,fonction,présidentielle,fonction
14.492048579505902,fonction,publique,etat
11.12867672446129,fonction,publique,plus
23.658443427304306,complice,forfaiture,quatre
16.725774304217964,droit,vote,étrangers
15.001408746831391,droit,vote,immigrés
13.775421960602603,droit,décider,entre
19.324885780102363,décider,entre,maintient
31.672463897619245,famine,peste,ravagent
19.86088850924344,seront,premiers,bénéficiaires
15.245307604408517,raison,laquelle,propose
12.037877451629676,raison,laquelle,suis
14.878235259702876,transparence,plus,totale
18.512907869560475,1200,milliards,euros
18.67344017208423,ambassadeur,france,tunisie
16.812468151419385,milliards,euros,fraude
15.520441542245887,milliards,euros,dette
15.069964373711745,milliards,euros,2005
14.323083310680463,milliards,euros,année
14.095055354674585,milliards,euros,intérêts
13.51855443270162,milliards,euros,voyez
13.038332764662641,milliards,euros,soit
11.412245530555278,milliards,euros,aujourd
10.108830733319238,milliards,euros,france
20.081019469281408,réveil,sera,terrible
25.306141683373436,cartes,vitales,circulation
21.017464332478315,contrôles,laisse,entrer
13.529891610278323,jacques,chirac,avait
13.378797301141049,jacques,chirac,sera
18.825749251880275,amis,militants,sympathisants
17.384262115271348,amis,chers,camarades
11.591513737836376,amis,nicolas,sarkozy
10.956804006783806,amis,front,national
27.010685799847266,vendue,anglais,bourguignons
19.928471036559067,aides,européennes,exportations
24.057754053504034,chevalerie,française,azincourt
22.807117252802463,grande,pitié,royaume
13.4415158454869,grande,différence,entre
13.053043902659436,grande,partie,entre
12.457070578269477,grande,politique,développement
19.317367810818347,ouverture,totale,frontières
30.306141683373436,gardée,soudards,cachot
24.31209687739411,dessous,seuil,pauvreté
24.54157162781263,grands,féodaux,déchirent
18.148109663092917,grands,groupes,payent
13.46075410020429,grands,partis,politiques
12.81637479712968,principes,république,française
21.691431839258218,fallait,affranchir,moyen
18.103895394873245,structure,plus,performante
18.582285300801168,pensent,avez,oublié
17.512700940440567,lien,entre,générations
15.901336365942566,pose,question,savoir
9.551962274610851,conséquent,front,national
13.926653232240863,compris,chers,amis
20.72391415037351,ligne,directe,impôt
21.2007886832272,niche,fiscale,copé
13.728039503034761,adhérents,front,national
24.120275138062105,équivalent,ville,rennes
25.306141683373426,plans,renflouement,répétition
23.360715582614286,lire,écrire,compter
22.5555784858065,lire,écrire,monter
18.075502557253177,parlement,européen,2009
13.076659026285753,parlement,européen,suis
17.05821416992984,obligation,dont,fallait
13.02412504230226,voudrais,simplement,faire
12.98623696567321,voudrais,simplement,dire
10.989057484735593,voudrais,abord,dire
19.386779929895464,conseillers,municipaux,front
23.43644970571916,droits,douane,ciblés
22.21405728438271,droits,douane,modulables
18.736009987578065,droits,produits,subissent
17.485164990752192,droits,homme,citoyen
17.066004463417904,droits,enfant,autorité
18.901354908632452,toutes,couches,société
16.00827011254897,toutes,aides,sociales
13.09654501353604,toutes,forces,toute
12.23442620877955,toutes,conditions,toutes
11.724464010180434,toutes,nations,monde
11.423027395251047,toutes,régions,france
10.583492067444293,toutes,forces,france
17.12763275209248,union,européenne,construite
15.052344624788244,union,européenne,devenue
13.562122614037506,union,européenne,train
12.74516311527007,union,européenne,année
12.266102689883837,union,européenne,réalité
11.227628542069205,union,européenne,dont
10.834325335144886,union,européenne,aujourd
10.503490069892038,union,européenne,crois
10.144476262255896,union,européenne,bien
16.941410092266565,après,affaire,merah
13.360786527269749,après,élection,présidentielle
13.26889980343245,après,deuxième,guerre
16.04013484962504,royal,sarkozy,bayrou
16.287080153961234,euro,monnaie,commune
10.396351786383018,euro,veut,dire
25.339308547308626,infâme,évêque,pierre
24.028607707844518,infâme,traité,troyes
18.07662852910424,zone,libre,échange
16.852318053659264,zone,euro,croissance
11.78016826790342,zone,euro,bien
19.087716047213878,français,culte,musulman
15.174651683985147,français,prennent,conscience
15.081822332984991,français,attendent,logement
14.816269401563872,français,origine,étrangère
14.572566473982015,français,rendent,compte
13.330642879599083,français,rassemblement,forces
13.22479779196916,français,part,entière
13.072400446679946,français,peuvent,compter
12.225551808732323,français,doivent,savoir
11.874846399995928,français,veulent,vivre
11.65015498676425,français,bonne,volonté
11.35150996611647,français,toute,série
11.095090710195507,français,chers,compatriotes
10.401928320109658,français,toutes,conditions
10.251307587425977,français,faire,sacrifices
9.763132800982557,français,doivent,pouvoir
9.430975491396019,français,droit,savoir
9.402157801963376,français,soient,leurs
9.329317482132517,français,arrivent,plus
8.838207497950812,français,quelque,soit
8.63325921087515,français,nicolas,sarkozy
8.453764853057006,français,certain,nombre
7.858408104525822,français,citoyens,français
7.757236272708095,français,peuvent,plus
7.651245577019878,français,plus,confiance
7.4798406885115405,français,bien,compris
6.898073526950203,français,bien,évidemment
6.676621384935224,français,front,national
3.551810094103466,français,plus,plus
19.633716341401936,pouvoirs,publics,successifs
23.437796131426673,justes,contrôles,laisse
14.640995480326133,ouvrir,yeux,français
21.770041673954584,baisse,allocations,familiales
19.59554394272245,baisse,salaires,manuels
17.17023810798978,baisse,salaires,travailleurs
15.134168853282258,baisse,pouvoir,achat
12.972969123426786,baisse,salaires,français
24.05898135688804,patrie,terrestre,sépare
23.59120239553722,écrire,monter,cheval
20.677073828219054,peser,baisse,salaires
19.79267127523537,peser,baisser,salaires
15.690052369791314,mise,place,protectionnisme
14.373380000355443,mise,place,euro
15.814786269082031,simple,bonne,raison
11.05541974938393,crois,faut,supprimer
10.598933409158253,crois,quelque,chose
10.452196990152235,crois,certain,nombre
10.126044607471112,crois,aura,beaucoup
9.631691347970374,crois,nicolas,sarkozy
8.185326006902695,crois,crois,crois
7.996981616917804,crois,front,national
7.250703717795485,crois,beaucoup,français
6.8426354106863165,crois,faut,faire
5.964501448471019,crois,crois,français
20.606542941671705,européennes,exportations,agricoles
19.380429912119702,réduire,coûts,prix
29.595648300568413,ecclésiastique,présidé,infâme
17.864178407361795,religieuse,neutralité,politique
25.26354103969067,dominique,strauss,kahn
20.185696201001925,monopole,marchés,financiers
15.120113443953471,choix,économiques,choix
14.776182498204502,choix,oubliés,contre
11.911132008073231,choix,temps,travail
17.275524702527797,campagne,électorale,législative
15.708484109803909,campagne,électorale,présidentielle
14.676320279230868,campagne,électorale,européenne
14.22293738277564,campagne,élections,européennes
10.978827211651872,campagne,présidentielle,suis
9.434125784317,campagne,front,national
18.326112487165194,accueillir,toute,misère
16.035846356901384,accueillir,millions,immigrés
22.122077831087967,esclaves,vendre,chômeurs
20.395158333131025,belles,dents,pays
12.630817695322094,empêcher,front,national
21.885377573067625,accepté,supprimer,définitivement
22.69018329306096,martyre,plan,spirituel
23.54296620988437,transmission,savoirs,fondamentaux
12.302602476715922,indépendance,france,identité
19.17378606492158,riches,puissants,temps
10.883805024513336,résultats,toujours,plus
23.85548027436387,entreprises,pétrolières,gazières
20.103834784892545,entreprises,souhaiteraient,travailler
13.6119778403961,hollande,nicolas,sarkozy
23.628069778260787,ingérence,affaires,intérieures
21.69615038816075,présenter,candidature,arabe
20.92968079968446,vague,bleu,marine
9.614698029958824,voir,front,national
22.40978175525708,appel,offre,alimentaire
14.486291107021838,1957,premier,faire
7.92284614640317,fiscale,plus,plus
15.485163782404666,voix,élections,présidentielles
13.118741181205273,voix,premier,tour
11.651497948161769,voix,front,national
12.526820271904825,oubliés,politique,française
20.243972862286995,réarmement,face,mondialisation
27.213032278981945,injustices,considéré,fardeau
18.34396865226372,vers,2013,assurer
18.54418757601964,armées,chef,justice
21.17685866642847,conseil,général,corrèze
18.52769945323106,conseil,régional,nord
15.876211942020163,conseil,français,culte
22.296655161641706,peuvent,aboutir,supprimant
20.878860588339837,corruption,politico,financière
21.070925221679396,cause,excès,injustices
20.283325549943324,sait,lire,écrire
11.577347648260801,sait,bien,chiffres
12.38607365491086,électeurs,front,national
21.44691752139522,malheur,charles,devenu
16.558131851105507,souverain,légitime,peuple
20.62602194961193,amour,patrie,terrestre
14.83625940617,amour,peuple,amour
16.13889461824322,bureau,politique,unanimité
15.103270708512511,bureau,politique,bureau
10.893500371545159,bureau,politique,front
30.797994779703103,grosses,capitalisations,boursières
22.66007942055578,budgets,conseils,généraux
28.254611382733355,jargeau,juin,patay
17.11297726267184,certes,parlement,européen
20.19066446595349,fonds,intervention,ville
22.636290285065762,groupe,droites,européennes
12.106551126288487,groupe,front,national
11.265248872307556,idées,front,national
25.724826959667414,dépôt,banques,spéculatives
20.8782595906053,régionaux,conseils,généraux
20.864329269543347,devoir,aimer,prochain
23.24515105348428,nationales,action,vigoureuse
19.864203549963218,françois,mitterrand,1981
17.953100703067783,françois,hollande,cherche
17.192771115836067,françois,hollande,allait
15.704863299162067,françois,hollande,nicolas
14.14574578101018,françois,hollande,président
13.732492105351053,jours,premier,tour
12.902994628038883,jours,plus,tard
14.280738391282672,faut,poser,question
13.701680004404423,faut,traiter,problème
13.651282437594155,faut,dire,répéter
13.32015963127835,faut,changer,modèle
13.255127747603627,faut,tenir,compte
13.033538405126947,faut,rétablir,frontières
12.176304571982453,faut,mettre,œuvre
12.169796355129623,faut,faire,cesser
11.831833908444004,faut,mettre,place
11.493122343359055,faut,bien,reconnaître
11.134990124289985,faut,français,sachent
10.899093583597438,faut,faire,respecter
10.781103106323073,faut,bien,admettre
10.40054539056375,faut,dire,vérité
9.9566954456985,faut,bien,dire
9.170845206532345,faut,faire,choix
8.428398179167296,faut,français,soient
8.383335341372973,faut,aller,plus
8.276953534006747,faut,abord,faire
7.390384237769791,faut,bien,évidemment
6.751551483689532,faut,faire,faut
27.010685799847266,compiègne,vendue,anglais
24.088049399470606,chambre,régionale,comptes
20.505112399565242,nouvel,ordre,mondial
28.405677356924343,cautère,jambe,bois
23.516696959173593,bleu,blanc,rouge
18.012701386452356,bleu,marine,candidat
28.27372020568106,jugée,tribunal,ecclésiastique
20.793949919865668,rend,compte,productivité
12.588401008692628,rend,bien,compte
20.812023505208895,faits,divers,journaux
19.170626712716956,chef,armées,chef
14.431672565457283,chef,guerre,grand
18.511752074338265,attendent,logement,social
21.105220792339804,sainte,martyre,plan
18.38698581788128,bonne,dépense,publique
17.751183136141375,bonne,gestion,argent
17.502434538330967,soir,second,tour
15.176904206763407,soir,premier,tour
17.024338075541877,avons,places,prison
15.213434086403197,avons,supprimé,frontières
14.935900110874286,avons,payé,milliards
13.869229071229,avons,millions,chômeurs
13.033348450990108,avons,perdu,millions
11.2634747689028,avons,certain,nombre
10.678801124933209,avons,plus,moyens
8.486331300781014,avons,front,national
7.496454174087052,avons,plus,droit
18.283555296745455,petites,moyennes,entreprises
16.88428511332492,petites,entreprises,petites
15.84025067623599,veulent,travailler,veulent
21.694088593049713,premier,rang,desquelles
17.16236811360553,premier,secrétaire,parti
16.946187521202344,premier,ministre,villepin
14.129051578352154,premier,ministre,jacques
14.125648548241216,premier,tour,élections
14.075470538147314,premier,ministre,socialiste
13.888227917672427,premier,tour,deuxième
13.573794359332002,premier,tour,présidentielle
13.10564552359359,premier,tour,élection
12.85157557110358,premier,faire,élire
12.653405771974501,premier,ministre,président
11.70550974683815,premier,ministre,avait
11.152994383296488,premier,homme,politique
9.953207948880113,premier,tour,bien
21.020459247934422,viande,abattue,france
18.71875244525773,accéder,second,tour
18.168579942538795,vice,premier,ministre
25.6500960845908,brûlée,vive,1431
19.12214798133951,barrer,route,front
17.195717693679775,dizaines,millions,morts
20.920518913168674,renégociation,traités,européens
17.98935962414158,voulait,faire,grosse
22.358305537766,pages,faits,divers
11.301364251358716,algérie,gouvernement,français
17.27805144632811,dette,publique,réelle
16.694951508703706,parle,journalistes,parle
19.184121620086717,libération,train,anciens
20.226349855476016,effet,bénéfique,réduire
11.820014968755483,effet,nicolas,sarkozy
15.887482464028736,chacun,commencer,celui
20.597433988935343,populaires,classes,moyennes
20.659010361565848,vents,mondialisation,sauvage
18.72391415037351,vents,concurrence,mondiale
13.172255132875854,puissance,économique,monde
26.11691612597218,pierre,cauchon,condamnée
22.965366727714127,banques,dépôt,banques
18.50082528546932,banques,marchés,financiers
27.15413858992838,bernard,henri,lévy
19.34555462190047,pitié,royaume,france
19.492554807604307,peines,prison,ferme
13.498143251172731,celui,jacques,chirac
10.638204782843445,celui,front,national
12.200504289097186,autorité,indépendance,france
18.105552641646106,miraculeux,faire,croire
13.492022020716963,donner,droit,vote
13.368634106919277,donner,pouvoir,achat
21.2238313298887,mort,brûlée,vive
16.257159505954753,mort,france,1942
12.45742983970818,mort,certain,nombre
10.996631955731537,mort,france,pendant
20.306141683373426,présence,conférence,presse
21.83935144557034,émeutes,novembre,2005
13.873364393348403,mandat,nicolas,sarkozy
13.294597891741141,mandat,président,république
11.223908076926655,égard,front,national
14.862655151298402,voulu,faire,hier
13.228561223557211,partie,pouvoir,achat
12.714272297608655,partie,électeurs,gauche
22.86510897556164,bûcher,rouen,dernier
13.243743370169039,argent,public,faut
21.014791889638712,reconnaît,aucune,communauté
13.091524515873765,chômage,pouvoir,achat
12.475492789681315,chômage,insécurité,immigration
19.720678333822082,gagné,bataille,idées
30.40567735692435,dépassent,feignons,organisateurs
15.994162929801238,européen,2009,sera
19.89197539225189,initiative,populaire,proportionnelle
21.114596379303272,concurrence,libre,faussée
20.563128759416383,concurrence,internationale,déloyale
18.489384261309812,concurrence,effet,bénéfique
15.649801468705682,concurrence,déloyale,pays
24.891104184094594,demain,rase,gratis
14.0962748280581,demain,voulu,faire
30.935498303453038,révolutionnaires,caboche,capeluche
12.737317316622775,congrès,front,national
15.382912549993694,élever,leurs,enfants
21.84969392317496,prodigieux,destin,histoire
18.903840172022043,autant,dieu,prête
11.765585440215101,autant,plus,nécessaire
17.810572285011354,strauss,kahn,sarkozy
16.70418101253745,situation,dramatique,laquelle
13.212011501020427,situation,responsables,politiques
13.183607786016761,situation,économique,sociale
13.169203351298734,situation,actuelle,france
9.245531140993158,situation,sociale,français
22.502434538330967,rapprocher,salaires,manuels
12.34652743879893,vision,homme,crois
16.548001767531847,temporaire,travail,immigration
23.56263324334045,bénéfique,réduire,coûts
8.500008728944287,notamment,faut,bien
29.235058585311954,nathalie,kosciusko,morizet
22.032218961396897,législatives,juin,prochains
26.536754611514844,taxer,taxer,taxer
28.595648300568413,tribunal,ecclésiastique,présidé
14.978078802313963,mesure,intérêt,général
20.25777866181203,devant,caméras,télévision
18.450423739754424,devant,commission,discipline
14.352692563050255,devant,assemblée,nationale
24.842741162533194,vive,1431,bûcher
17.598717184903265,vive,république,vive
15.388037953221989,vive,france,remercie
15.36406783185415,vive,nation,vive
14.301298784440029,vive,peuple,vive
14.031006057378704,vive,france,vive
13.529028053944614,vive,france,chers
13.254108314702354,vive,front,national
19.11247943829116,compte,productivité,concurrence
18.406046396992622,compte,rendu,mandat
15.637699855320434,compte,tenu,situation
20.427226889716493,préparé,sortie,euro
16.21875418536721,prospérité,solidarité,nationale
18.759773338500764,quatre,coins,monde
16.65201715814488,quatre,millions,demi
13.619695871087004,quatre,plus,anglais
13.527112581710483,quatre,millions,voix
14.810650009980407,général,gaulle,avait
14.672026783946688,général,otan,dire
21.53375212335332,génération,actuelle,agriculteurs
18.295100834700346,systèmes,protection,sociale
17.721492301490372,secours,libérer,france
15.046118968713259,déjà,nombreuses,années
12.844775605117974,déjà,certain,nombre
18.68418973089732,lettre,jean,marie
16.638019549464392,mois,vivre,vite
12.986811684612789,mois,élection,présidentielle
12.814505884301223,mois,plus,tard
9.10380594482882,mois,mois,plus
26.059595400328202,prise,compiègne,vendue
24.217136677314684,armée,libère,orléans
19.61208108476979,excusez,aller,secours
16.76584483083943,cinq,dernières,années
15.535252586349614,cinq,millions,chômeurs
12.790100571632951,cinq,plus,tard
19.132658862517925,condamné,prison,ferme
17.601314508383627,croire,temps,désinformation
11.698851509266987,croire,cinq,plus
28.80209917803584,banni,pape,martin
27.032218961396907,dotation,rurale,équité
19.781629648229796,définitivement,aides,européennes
21.50818545931807,devenu,restera,durant
13.498933146079878,jospin,homme,gauche
15.223569236139056,seule,chose,intéresse
18.42708450739707,angleterre,proclamé,france
18.909981285930563,priorité,accès,logement
17.673375005374414,priorité,accès,emploi
16.871381844352246,priorité,nationale,absolue
15.479338999087602,jusqu,dernier,moment
14.110323708811947,lorsqu,était,ministre
30.695183974119335,reine,isabeau,bavière
20.38516033958383,portent,lourde,responsabilité
15.87987692867133,famille,école,armée
15.823828732670115,effondrement,pouvoir,achat
24.990639857645498,arabie,saoudite,qatar
19.828194577203284,basses,insultes,plus
22.40100086971487,contrainte,injuste,effort
12.482964933138241,jeunes,gens,jeunes
9.703137014173574,jeunes,gens,pays
14.953596607640435,augmenter,pouvoir,achat
10.420050599105277,démocratie,front,national
21.942206061964487,vigoureuse,contre,ennemi
16.060486347827606,histoire,humaine,reste
9.36059674889503,histoire,front,national
10.063246149671041,petit,pays,millions
20.469740606290806,lâchetés,plus,basses
18.194342094562405,destin,histoire,humaine
22.364931014581032,manuels,salaires,intellectuels
14.759349691261036,absolument,aucune,raison
13.688763966670706,absolument,aucun,problème
23.503948466431602,protectionnisme,intelligent,raisonné
18.294495100802653,protectionnisme,intelligent,frontières
17.078766409747214,protectionnisme,frontières,nationales
13.375011760019248,protectionnisme,égard,pays
24.598322434866738,affranchir,moyen,oppression
14.971385921083964,objectif,arriver,pouvoir
26.842741162533184,couverture,maladie,universelle
21.330091543715337,contribution,sociale,importation
21.152704804719683,distinction,nette,entre
14.736971129522875,demander,avis,peuple
16.132862038473792,tour,élections,présidentielles
16.05886145703001,tour,élections,cantonales
16.016138355882305,tour,élection,présidentielle
15.95393938289103,tour,passe,passe
14.406403327182385,tour,deuxième,tour
13.169477393476562,tour,france,oubliés
18.97512976919008,représentés,assemblée,nationale
17.517060932784716,venant,tiers,monde
17.611423261986946,promesse,mettre,œuvre
18.752250628585283,centaines,milliers,clandestins
17.25702745375502,recherche,emploi,plusieurs
18.39772631666476,candidat,rassemblement,bleu
16.482018076191295,candidat,présidence,république
16.097238128743072,candidat,élections,présidentielles
14.39555194543043,candidat,élection,présidentielle
10.52660670033396,candidat,front,national
8.75119774246798,candidat,peuple,français
21.126534128533777,emprunter,marchés,financiers
20.629436614024694,article,disposant,toute
14.186478382438178,près,milliards,euros
14.147589369044578,près,quatre,millions
13.847517583886255,près,niveau,économique
12.92519694770813,près,millions,voix
21.884969397922482,assurer,renouvellement,faudrait
14.00568511878889,plan,économique,plan
18.973433749732823,million,demi,clandestins
16.43728055438041,croissance,zone,euro
14.770238007403773,croissance,plus,faible
13.7677300623291,croissance,emploi,pouvoir
22.45622327320283,terrestre,sépare,jamais
20.646401601033048,dernier,souffle,acte
15.528089294821203,chose,égale,ailleurs
9.171877374166431,chose,front,national
6.203987060911857,chose,bien,plus
20.444885556212995,laxisme,judiciaire,moral
27.180610801289568,anglais,bourguignons,emprisonnée
26.373255879231962,anglais,débarqué,normandie
24.93268328784599,anglais,jargeau,juin
19.36149616576949,anglais,france,1453
19.620921697035698,banque,centrale,européenne
18.922611924536277,banque,france,prérogative
17.337649423815122,banque,france,prêter
24.24628651808242,députation,paris,1957
15.448223502877017,candidats,deuxième,tour
15.443984944196707,candidats,présidence,république
11.189013286480463,candidats,front,national
18.679602989816775,choses,soient,claires
15.098424790979248,choses,peuvent,changer
21.60318197325383,organisation,nations,unies
19.92385172088227,organisation,mondiale,commerce
27.59564830056842,écrase,anglais,jargeau
18.634573812476738,chiffres,ministère,intérieur
11.00958553054782,voyez,veux,dire
9.697160190150782,voyez,front,national
14.047176634239793,nicolas,sarkozy,françois
12.923637599829629,nicolas,sarkozy,vision
12.223985164131477,nicolas,sarkozy,besoin
12.2067634236029,nicolas,sarkozy,ministre
12.200241704207503,nicolas,sarkozy,nicolas
12.051961696805172,nicolas,sarkozy,accord
11.652586176421917,nicolas,sarkozy,avait
11.383708852722979,nicolas,sarkozy,veut
11.320879516144434,nicolas,sarkozy,jamais
10.9651568692679,nicolas,sarkozy,était
10.753712598387324,nicolas,sarkozy,pouvoir
10.64112418605561,nicolas,sarkozy,président
10.567733619218554,nicolas,sarkozy,ailleurs
10.366221425994137,nicolas,sarkozy,soit
9.540607420973597,nicolas,sarkozy,faut
9.187439600808368,nicolas,sarkozy,faire
8.950749445446878,nicolas,sarkozy,bien
8.659111815987192,nicolas,sarkozy,france
16.951174422250986,euros,fraude,sociale
14.59444212368966,euros,intérêts,dette
12.202295087900946,euros,mois,millions
16.78567181250494,candidate,élection,présidentielle
18.843798469316233,seconde,guerre,mondiale
22.04447411330354,disposant,toute,modification
19.3544993197559,respect,ordre,naturel
20.365850334761127,modeste,compare,suis
26.22907629062621,pieds,poings,liés
25.532145358262255,pieds,taille,gardée
23.961829633505502,pieds,noirs,harkis
19.65621419375374,géographie,histoire,religion
27.577946298834952,martinez,serge,félon
18.532452983201704,logement,aides,sociales
16.11988985429939,unes,après,autres
20.234581811774092,anticiper,sortie,euro
18.217245056914393,harmonie,entre,nature
20.20180502355869,nouvelle,remercier,présence
16.582213612309964,intérêt,marchés,financiers
14.828935363008156,intérêt,général,intérêt
14.455165642495302,intérêt,supérieur,pays
11.627824312150771,intérêt,français,intérêt
9.353030192854494,intérêt,france,français
20.961442280827406,ennemi,avenir,furent
17.931773980554176,savez,marque,point
12.309331824709119,savez,quelque,chose
19.735074750559665,travailleur,emploi,charge
14.960112808233152,rôle,jouer,monde
14.805685669305202,rôle,premier,plan
12.35256549001237,rôle,président,république
14.163531762914243,année,après,année
9.501689068129625,année,front,national
19.76619960766019,nationale,érigé,fête
14.679343068180025,nationale,seule,réponse
14.342453378545418,nationale,emploi,logement
12.87224806775917,nationale,malgré,millions
12.1037601082392,nationale,travail,cause
15.822594589421406,première,guerre,irak
15.166078827675229,première,guerre,mondiale
20.28762619584058,insultes,plus,ignobles
17.398140348821684,entrer,droits,produits
14.42719303395139,entrer,union,européenne
13.019241649570358,travailler,plus,gagner
18.041194459176406,bénéfice,grands,groupes
15.956262576446164,poser,question,savoir
17.395800279201737,jeanne,sait,lire
13.730269671642422,chirac,sera,pire
11.277408130443629,chirac,président,république
26.66964888201219,ferrée,pieds,taille
25.05821416992984,échappera,techniques,pourrait
16.200973238713576,favorable,droit,vote
15.393136707607571,politiques,économiques,sociaux
15.164002708392069,politiques,économiques,sociales
9.425664205568797,politiques,front,national
21.420094129693215,mauvaise,dépense,publique
16.408983781610967,laïcité,neutralité,politique
29.47606668481574,abandons,trahisons,lâchetés
18.102815928927335,regarde,suis,modeste
17.91990902305565,patriotisme,économique,patriotisme
16.054067640577244,libérer,france,croit
20.647872488202996,présomption,légitime,défense
17.70259869351173,gagner,allons,gagner
16.29251236065441,gagner,deuxième,tour
24.823449823924424,calme,vieilles,troupes
18.82067826233285,ancien,secrétaire,général
16.84605234835302,ancien,ministre,intérieur
15.378503011913033,ancien,premier,ministre
9.076803782894434,parti,front,national
20.309338688617725,tard,portes,paris
16.595130064276937,tard,nôtres,rien
16.153439441632695,tard,jeanne,sait
16.26909397503987,œuvre,patriotisme,économique
16.73514803361651,cours,dernières,années
10.514094089020418,agit,front,national
20.84775923729981,etat,collectivités,territoriales
18.584724831466016,etat,collectivités,locales
14.456944778549978,etat,fort,etat
13.234552357213527,etat,etat,fort
19.54549061129992,jamais,patrie,céleste
15.729664494097857,jamais,cotisé,pays
14.097352333517211,jamais,entendu,parler
22.588596801157024,utile,votez,utile
28.820714856203185,débarqué,normandie,écrasé
11.265248872307545,honneur,front,national
18.130762251839005,peuples,disposer,mêmes
11.10416377828782,peuples,européens,plus
22.86229395995459,rouen,cage,puis
22.14890194156223,rouen,dernier,souffle
22.019618924617273,prêter,trésor,intérêt
10.179667696872997,puisse,dire,était
14.765062672707774,rester,union,européenne
10.66360763043977,partout,front,national
19.97661938733056,disparition,pure,simple
16.54209946606684,disparition,services,publics
19.272885554202237,maires,petites,communes
21.558287773064485,exportations,agricoles,certes
14.55663122262374,reste,mois,vivre
15.350888066203517,changer,modèle,économique
14.636916590715224,changer,rien,changer
11.6691458139812,députés,front,national
19.517645788567137,ministère,affaires,étrangères
16.467568030705102,dignité,sociale,moyen
20.791668701178168,plus,grosses,capitalisations
20.081175318373152,plus,ignobles,calomnies
19.828194577203284,plus,basses,insultes
18.174284722764643,plus,prodigieux,destin
17.536854802149342,plus,anglais,débarqué
17.43731912859843,plus,élevées,moyenne
17.12697900798628,plus,2000,lionel
15.929172224928102,plus,profond,coeur
15.729499880091737,plus,performante,assurer
15.606793358269893,plus,tard,portes
14.97963729191109,plus,stérilisante,temps
14.704205859927828,plus,demandeurs,emplois
14.651187477628337,plus,tard,souvenir
13.950747759487243,plus,tard,nôtres
13.72362331375507,plus,grande,fermeté
13.265258382812128,plus,nombreux,recherche
12.94617865023379,plus,demi,siècle
12.85677161127824,plus,tard,jeanne
12.769300888149715,plus,grand,meeting
12.397303449750556,plus,rien,offrir
12.244774241290532,plus,plus,stérilisante
12.077423183512046,plus,grand,bénéfice
11.867463520267481,plus,faible,monde
11.48988673912707,plus,lucides,plus
11.32665892747627,plus,longtemps,possible
11.311980284676768,plus,prendre,charge
11.200380121932085,plus,humbles,plus
11.161236091517022,plus,rien,attendre
11.022156400810253,plus,grande,partie
11.01651986533297,plus,niveau,etat
10.892869806067601,plus,important,celui
10.562850010682286,plus,millions,demi
10.414458170789615,plus,grand,respect
10.371445281829523,plus,tiers,entre
10.244774241290532,plus,modestes,plus
10.243547385201747,plus,milliards,euros
10.207299535871869,plus,plus,nombreux
10.090362239219544,plus,grand,nombre
9.776253648791478,plus,millions,étrangers
9.772286469827787,plus,plus,importants
9.437419319232927,plus,lourde,plus
9.437419319232927,plus,plus,lourde
9.290577930903652,plus,riches,plus
9.187715772261676,plus,facile,dire
9.074849239848216,plus,plus,importantes
9.045101896454177,plus,faibles,plus
8.959372022428294,plus,plus,importante
8.959372022428283,plus,nombreux,plus
8.812340949029402,plus,rien,voir
8.620463466231946,plus,faire,confiance
8.61541762121093,plus,plus,nombreuses
8.47190037298234,plus,nicolas,sarkozy
8.319961737684757,plus,plus,cher
8.00160025781759,plus,gagner,plus
7.877368515885344,plus,certain,nombre
7.769040810324132,plus,jeune,plus
7.61541762121092,plus,pauvres,plus
7.61541762121092,plus,plus,pauvres
7.5168537867273315,plus,plus,difficile
7.270150049205874,plus,front,national
7.2464793311947595,plus,avenir,pays
6.71248471219733,plus,rien,dire
6.189491805789338,plus,plus,souvent
5.547806715056254,plus,europe,plus
4.85276943714058,plus,faut,faire
3.551810094103466,plus,plus,français
21.28859088664276,charges,fiscales,sociales
13.843516720454698,sympathisants,front,national
13.911641095969415,beaucoup,pays,contrainte
13.220916957500979,beaucoup,autres,domaines
12.151608674495002,beaucoup,plus,proches
11.585754091742736,beaucoup,hommes,politiques
11.541020366098348,beaucoup,plus,facile
11.141845386509782,beaucoup,autres,choses
10.909407772078364,beaucoup,plus,proche
10.690767485603025,beaucoup,plus,ferme
9.755136610289426,beaucoup,autres,pays
9.607451710191267,beaucoup,autres,gens
18.506065407443703,oeuvre,libre,circulation
16.44505477737804,chômeurs,millions,pauvres
21.934090109060225,savent,lire,écrire
23.820714856203185,invasion,tiers,mondiste
18.467331697664875,services,publics,proximité
16.887234952115527,services,publics,patrimoine
