first,second,third,likelihood_ratio
grand,chef,politique,160.08573545657924
excès,prélèvements,obligatoires,507.4912925485928
excès,injustices,considéré,152.7199102011039
amour,patrie,terrestre,271.09416636881923
amour,peuple,amour,147.87672124773005
dette,publique,réelle,188.11217097664314
lorsqu,était,ministre,97.43424848591161
secrétaire,parti,socialiste,779.7108309796824
secrétaire,général,otan,286.8628713152767
route,front,national,12815.691667675499
classe,politique,française,936.213928989489
classe,politico,médiatique,449.07215554646353
couper,pompes,aspirantes,294.3275231387202
ignobles,calomnies,elle,231.78446226729153
vingt,dernières,années,391.0849026929769
peines,prison,ferme,274.7894282771371
points,dessus,moyenne,156.86282107139692
pupille,nation,père,226.59978002645948
franc,serait,attaqué,137.25426628027896
temps,temps,suis,217.7294962483204
temps,désinformation,diabolisation,163.72983643025051
temps,chômage,massif,108.06618163438179
oppression,pauvres,faibles,157.29892529610885
vient,livré,étranger,131.88789530195362
aides,européennes,exportations,126.08462934880458
chevalerie,française,azincourt,254.9900143042268
définitivement,aides,européennes,120.06130544996208
reine,isabeau,bavière,349.9842951918737
écrire,monter,cheval,154.84938898803807
national,front,national,12821.570200027041
national,veut,dire,358.54441281963733
national,union,patriotique,329.70415239426626
national,vive,france,267.1823992241149
national,conseil,régional,226.05049438022814
pense,front,national,12799.493070544075
laisse,entrer,droits,108.61629705300379
mois,plus,tard,618.8832845527897
mois,deux,mois,139.90729705987255
tête,front,national,12808.783232360738
adhérents,front,national,12852.009582103783
membre,bureau,politique,677.3439301960602
1974,regroupement,familial,543.0775974918886
être,ultra,libéral,348.88933611548845
martyre,plan,spirituel,143.37658214332035
compiègne,vendue,anglais,263.55185226777724
prospérité,solidarité,nationale,270.09031306956297
rurale,équité,sociale,176.0379082557288
rmistes,millions,titulaires,153.0860583059336
pays,certain,nombre,3913.9228749607387
pays,union,européenne,1213.368747657124
pays,tiers,monde,515.1266827704337
pays,faut,dire,381.92531570503
pays,millions,habitants,247.39482470424252
pays,contrainte,injuste,110.30267954854327
pays,vient,livré,107.71150203642341
dire,front,national,12793.884781752062
dire,certain,nombre,3910.617650763852
dire,quelque,chose,1180.809683134002
dire,premier,tour,709.7596290980543
dire,beaucoup,choses,176.01223898337835
dire,euros,mois,174.11006648318897
dire,vérité,français,124.01084238478813
intégré,culture,nationale,118.69534145441199
pages,faits,divers,223.17005566530992
nationales,action,vigoureuse,145.45179124882432
hommes,politiques,gauche,733.8325657053618
hommes,politiques,français,715.063077224804
hommes,état,doivent,124.95642096878896
lorraine,excusez,aller,136.16767082582462
choses,soient,claires,158.75587457802067
culture,nationale,érigé,126.26724398393019
syndicat,magistrature,syndicat,407.6683179201559
deux,mois,plus,122.93466427339148
préférence,nationale,réponse,812.4546741661725
préférence,nationale,embauche,802.1302290570154
préférence,nationale,emploi,801.3396920515809
travail,famille,patrie,104.36331006391877
travail,cause,excès,96.19548717950605
travail,faire,travailleur,94.29066550051391
mettre,oeuvre,grand,372.62392050121974
établira,mystérieux,contact,192.18251197094827
mesures,prises,sarkozy,115.7194450966195
mesures,prendre,paris,114.47180216354978
passage,classe,supérieure,175.15479853431506
vigoureuse,contre,ennemi,145.84182832560532
anglais,jargeau,juin,198.92600614425731
anglais,bourguignons,emprisonnée,188.97564973064962
anglais,débarqué,normandie,175.65626372210335
anglais,france,1453,124.52170728749749
demain,rase,gratis,201.64526248733426
demain,voulu,faire,199.22208367056868
cage,ferrée,pieds,292.2910645796291
nous,sommes,pays,1115.1015829780918
nous,avons,plus,1102.2425803270853
nous,devons,retrouver,265.18079202022096
nous,verrons,bien,173.80354336896542
nous,décidons,plus,155.592988798389
ecclésiastique,présidé,infâme,320.7841391663309
parlement,européen,2009,952.4676081427392
parlement,européen,suis,930.1694039085985
veut,dire,faut,357.4756015059921
veut,rien,dire,143.00048609224427
chose,égale,ailleurs,128.7242378811657
assurer,renouvellement,faudrait,130.26546833300137
dumping,monétaire,social,161.33874175428352
venant,tiers,monde,504.76831220095147
cautère,jambe,bois,247.12379075204024
mandelson,commissaire,européen,326.380729856116
consultation,obligatoire,peuple,136.0005247720616
ancien,premier,ministre,1215.5522224901679
ancien,ministre,intérieur,886.3646032746411
ancien,secrétaire,général,273.7614335291958
ancien,ministre,commissaire,260.1231512909341
faut,bien,dire,660.1176794716114
faut,dire,vérité,492.70107077108264
faut,dire,répéter,429.410314873213
faut,faire,cesser,329.34648137351786
faut,bien,reconnaître,322.04954871407705
faut,faire,faut,239.29685890816685
faut,poser,question,193.343651346665
faut,aller,plus,135.66139495093114
faut,abord,faire,102.86430380509448
dotation,rurale,équité,224.55684995250192
invasion,tiers,mondiste,256.41524979640593
françaises,français,chers,205.99122201384006
ailleurs,front,national,12796.122626667173
ailleurs,faut,dire,385.27439536762097
ailleurs,raison,laquelle,321.91493262665165
pensent,avez,oublié,198.78144773143137
assemblée,nationale,malgré,914.9112619225191
chers,camarades,chers,818.8354727734413
chers,amis,chers,616.3838570119794
jésus,marie,elle,161.8482617904771
moyen,prospérité,solidarité,160.38914413646887
moyen,oppression,pauvres,131.56601162948238
moyen,liberté,individuelle,120.2639818721821
élire,président,république,2827.2328847760855
souffle,acte,prière,168.528435913205
ravagent,pays,paris,108.43758466510403
pacte,stabilité,budgétaire,187.97837637782072
nombreux,recherche,emploi,142.01859666089325
dépassent,feignons,organisateurs,187.59410231261936
compagnons,armes,connétable,214.2546238938454
cause,excès,injustices,126.22039884121014
continent,boréal,brest,182.55104507160715
article,disposant,toute,121.29655754277061
justes,contrôles,laisse,143.21811165216934
parti,front,national,12798.778614222156
lâchetés,plus,basses,166.06127034551162
défense,sociale,nouvelle,119.2036531123368
chirac,président,république,2734.525353520645
chirac,sera,pire,104.33325932502804
insultes,plus,ignobles,211.34432427832803
michel,dubois,yann,196.81182764275343
intérêt,france,français,129.93856679258238
rôle,président,république,2745.545565401743
rôle,premier,plan,154.1926493397304
rôle,jouer,monde,107.41674919441677
chiffres,ministère,intérieur,286.06222804407616
féodaux,déchirent,belles,239.02884213553
anciens,compagnons,armes,206.77458769370426
accepté,supprimer,définitivement,130.91172875847934
action,vigoureuse,contre,124.87690766590386
jugée,tribunal,ecclésiastique,256.8891718928711
supprime,frontières,leurs,107.24303220944994
autant,dieu,prête,204.54186849990805
autant,plus,nécessaire,170.70357474117475
voter,deuxième,tour,1333.9963489416525
répondre,appel,offre,281.31607840497253
prise,compiègne,vendue,188.35616615215366
prière,jésus,marie,203.82060634220005
président,front,national,12949.559132203944
président,république,chef,2816.0579014339087
président,république,sortant,2768.710159940511
président,république,président,2740.3143353350924
président,république,pratiquement,2738.151995269961
président,république,était,2733.5752632459853
président,république,aura,2731.435311179996
président,république,bien,2715.935161143773
président,etats,unis,1570.8022748031492
président,conseil,constitutionnel,517.6268881285165
président,conseil,général,227.14690358355205
président,groupe,socialiste,135.41820979573026
gouvernement,socialo,communiste,300.89923503230557
hausse,pouvoir,achat,673.812400159053
installation,jeunes,agriculteurs,246.95049713101997
écrasé,chevalerie,française,251.68248856178232
millions,chômeurs,millions,479.9490328074099
millions,crimes,délits,459.0116441532534
millions,demi,voix,407.2507036902172
millions,chômeurs,réels,346.675422049962
millions,emplois,industriels,310.7173055923734
millions,rmistes,millions,301.5590601213189
millions,électeurs,front,287.32600189328997
millions,étrangers,pays,240.40178070191678
millions,emplois,agricoles,205.68780457205807
millions,vivent,euros,198.5289495747958
millions,travailleurs,pauvres,182.70580246206356
millions,français,vivent,153.3821341979665
étrangers,situation,régulière,140.0687022294141
passer,unanimité,majorité,108.39173435854471
condamnée,mort,brûlée,218.09364805565724
humaine,elle,reste,108.49578210723067
armes,connétable,richemont,234.3514184983267
bénéfique,réduire,coûts,142.7986269327409
sainte,martyre,plan,228.01041845277723
manuels,salaires,intellectuels,133.2151430911625
états,unis,amérique,525.1644363909684
affaire,mantes,jolie,291.8675053249943
dans,temps,chômage,114.02035215613647
dauphin,france,banni,197.72955719934453
bourguignons,emprisonnée,rouen,220.2147309398626
liste,front,national,12830.330678863444
liste,arrivée,tête,202.2181254536727
politique,front,national,12804.967033772351
politique,certain,nombre,3910.2739239565944
politique,premier,ministre,1196.7239382503337
politique,immigration,masse,487.57968397903755
politique,économique,sociale,394.25256215321247
politique,socialo,communiste,297.8707061599987
politique,familiale,politique,197.89615716540564
politique,agricole,commune,148.6851695488123
politique,présenter,candidature,138.4116545110826
amis,front,national,12824.8593808082
amis,chers,camarades,782.6282801020882
amis,militants,sympathisants,150.66099682498358
sépare,jamais,patrie,106.9919407132885
chef,armées,chef,242.3834083620314
chef,guerre,grand,147.21381058836027
neutralité,politique,religieuse,170.62662083052555
neutralité,religieuse,neutralité,159.2863816056708
autour,front,national,12808.2898367298
avenir,furent,principes,129.6415153203402
malgré,millions,voix,256.7752814431855
belles,dents,pays,126.3367405509282
peser,baisse,salaires,345.6957898345232
pierre,cauchon,condamnée,174.98990348193652
forfaiture,quatre,plus,105.41970831110002
lutte,contre,terrorisme,449.6213901284158
lutte,contre,immigration,432.56379169547967
lutte,contre,insécurité,405.39235109856713
retraités,chômeurs,exclus,136.8686452723324
destin,histoire,humaine,172.74874495572234
baisse,pouvoir,achat,650.7138656955304
baisse,salaires,manuels,439.63367411432455
baisse,salaires,travailleurs,358.0025679557316
connu,parti,socialiste,781.3691898744619
aujourd,front,national,12797.492247268194
aujourd,intégré,culture,117.8251024056018
équité,sociale,dres,158.13884360781185
delà,date,plus,82.72601229195963
prodigieux,destin,histoire,178.33498384487692
fureurs,révolutionnaires,caboche,187.88296388549054
croire,temps,désinformation,138.27916298154577
croire,cinq,plus,73.88990630600873
droits,douane,modulables,460.6794442922669
droits,homme,citoyen,235.93786474036568
droits,produits,subissent,117.44180045753367
droits,enfant,autorité,104.77883493662623
passée,4ème,rang,167.449322490795
monter,cheval,accomplir,154.2857468616238
création,revenu,parental,164.86371756496902
gagné,bataille,idées,115.61056839704753
intérieur,front,national,12803.623372743219
concurrence,sauvage,pays,169.27641640141474
concurrence,effet,bénéfique,112.83917964677107
crois,front,national,12796.072520372927
crois,certain,nombre,3916.660112734071
crois,vous,savez,1218.9468204286313
crois,crois,crois,364.9110227304112
crois,faut,faire,359.0777631969793
crois,aura,beaucoup,120.10495629221674
crois,hein,bien,63.30268495666682
croit,miraculeux,faire,120.32271491143867
front,national,vive,12880.937294332198
front,national,empêcher,12827.567878759339
front,national,démontré,12819.911408556209
front,national,avait,12819.475831836735
front,national,avons,12817.986235596374
front,national,adhérents,12815.331225093825
front,national,serais,12814.335752013496
front,national,veut,12810.618511906228
front,national,sera,12810.379382533007
front,national,opposition,12810.163940508352
front,national,était,12809.761473631232
front,national,congrès,12809.715940207641
front,national,jean,12808.524669853174
front,national,parti,12808.333161272072
front,national,arrive,12808.147005609893
front,national,front,12806.67847202746
front,national,ayant,12805.864002768481
front,national,aura,12805.498405655446
front,national,simplement,12805.18164870622
front,national,assemblée,12804.075647174399
front,national,raisons,12803.921225389066
front,national,jamais,12803.598848462894
front,national,rappelle,12803.47965769535
front,national,conseil,12803.001839463557
front,national,président,12801.745455117332
front,national,dont,12801.443668088556
front,national,alors,12801.303167204725
front,national,élections,12801.02870849205
front,national,mouvement,12800.802964557523
front,national,celui,12800.450303257789
front,national,aujourd,12800.25573415772
front,national,nous,12800.03187134776
front,national,évidemment,12800.0198296042
front,national,soit,12799.876702452468
front,national,écoutez,12799.217219425922
front,national,mais,12799.14463400281
front,national,plus,12799.063768489457
front,national,autres,12798.609301569693
front,national,crois,12798.47146839913
front,national,vous,12798.405379033342
front,national,bien,12798.137170043039
front,national,problème,12797.966791429542
front,national,beaucoup,12797.648213169652
front,national,faut,12796.32361070591
front,national,pouvoir,12796.24473494596
front,national,suis,12796.085935296029
front,national,ailleurs,12795.381188348601
front,national,gens,12793.886673344963
front,national,faire,12793.45240750307
lire,écrire,compter,431.5946705249503
lire,écrire,monter,384.2964957642589
mouvement,front,national,12803.547496943727
cauchon,condamnée,mort,220.38602225293204
reconnu,front,national,12819.911408556209
1431,bûcher,rouen,330.1824047008794
villes,plus,million,86.1998065631528
libère,orléans,écrase,232.90074642232548
jamais,patrie,céleste,116.09230524226697
jamais,entendu,parler,110.86563570396726
