#doc name topic proportion ...
0	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/0	7	0.47426607750339267	9	0.29117201198476045	4	0.07799522866388042	6	0.05740618055227855	5	0.026993930926950523	8	0.01915744777535793	0	0.01767715984434193	1	0.017209656365999346	3	0.009709447548284782	2	0.00841285883475341	
1	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/1	7	0.5119059629423869	9	0.26864996840882377	8	0.08517999135161372	0	0.06107787621289064	1	0.02773013997803657	3	0.02423125058633659	5	0.010945407442888326	4	0.007206167498563035	2	0.002370070972085839	6	7.031646063746576E-4	
2	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/10	7	0.4288410958481717	8	0.160869459544745	0	0.15321981584377894	9	0.07126249860475904	6	0.05401164478873155	3	0.03853423856671105	4	0.0338463530742921	2	0.031070554004216773	5	0.025275636471757384	1	0.003068703252836441	
3	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/100	7	0.34272506810195086	4	0.24298527760082844	9	0.20658768506310612	6	0.10937194833987353	0	0.07325493293657387	3	0.011879277597642693	1	0.011270229704857474	8	9.396937303348225E-4	5	6.710571156942845E-4	2	3.148298091378985E-4	
4	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/101	7	0.3639751722327399	6	0.18561665299343338	9	0.18030241284611792	1	0.17566093068768357	0	0.036422744427949474	4	0.03391589359891597	3	0.0180674676401013	5	0.004781624496653034	8	9.416244197313965E-4	2	3.154766566740754E-4	
5	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/102	7	0.29778999124796746	9	0.26368215022879044	6	0.13384721110717465	0	0.1200868961697752	4	0.11962899484743	3	0.028694168469699993	2	0.01696132300695996	1	0.011434343072404641	5	0.0048413060155655325	8	0.0030336158342320987	
6	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/103	7	0.4806089595535562	9	0.3491695917480785	8	0.051522173978910436	3	0.041696026128743215	4	0.034773232221936165	6	0.019679719523421162	0	0.012065078749574768	5	0.009115558421655815	1	0.0010462082807192706	2	3.234513934044858E-4	
7	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/104	7	0.28329867183674873	9	0.1834508590549791	4	0.17688467993020693	8	0.12625131018156216	0	0.11870990577905804	1	0.06164499961379603	2	0.026588179379347363	3	0.011711190726715507	5	0.006725670615158898	6	0.004734532882427264	
8	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/105	7	0.4591998613294028	9	0.38825208111099446	3	0.08878784817902995	6	0.03471797532902066	8	0.013720222159482941	4	0.005326679841095814	2	0.004575063684932964	0	0.0036698771200676657	1	0.0010550986734710335	5	6.952925725016658E-4	
9	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/106	7	0.5098110531588782	9	0.3534903710423251	5	0.049778151621007384	1	0.04603233327619363	0	0.015811827492068886	4	0.00922286332884029	6	0.008885031597198	3	0.0036702257821623354	2	0.0023603717592880556	8	9.37770942038057E-4	
10	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/107	7	0.539097668122765	9	0.16799117491637067	8	0.1299281700528757	5	0.0630879866405167	0	0.034797113826096716	1	0.0322367290098872	3	0.024533691282203483	6	0.006952656888531055	4	0.0010553950037794186	2	3.1941425697391585E-4	
11	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/108	7	0.5679383524696346	8	0.10453041053944762	0	0.10301639007892754	9	0.10100331791637394	6	0.056642722384172145	1	0.03831802352837222	3	0.022360422660075204	4	0.0031226419170669968	5	0.002749627658669274	2	3.180908472603378E-4	
12	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/109	7	0.4746102717165692	8	0.11744673849038617	5	0.11093347429672658	0	0.09304379445104788	9	0.08686186976018868	6	0.07768076907597175	1	0.03431696760363546	3	0.0037313053447209274	4	0.0010553950037794186	2	3.1941425697391585E-4	
13	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/11	7	0.4577198194398754	0	0.12808996984973525	9	0.08322350838008596	8	0.0744481376135535	1	0.0724844365830175	4	0.05004418661817475	5	0.049676504246011687	2	0.04319570831008883	3	0.04041887195596247	6	6.988570034946601E-4	
14	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/110	7	0.38953812140897237	5	0.23705715135121844	9	0.09324314426221476	6	0.0822112937952676	8	0.06410719111572256	0	0.04835292771872244	4	0.04586651119868023	3	0.03218511840273915	1	0.00712563566182104	2	3.129050846414047E-4	
15	file:/Users/widner/Projects/DLCL/Alduy/Rhetoric_of_LePen/chunks/stripped/author/JMLP.txt/111	7	0.296626071019063	5	0.2442131994077313	9	0.2146391324748433	3	0.12744448044205542	4	0.09844927180682798	0	0.009594738555828541	8	0.0070188816400574274	1	0.0010079878411530174	6	6.946018562230357E-4	2	3.1163495621691417E-4	
