measure,first,second
8.830779267568936,préférence,nationale
5.649028830729832,combat,france
8.000704269011248,premier,ministre
7.415741768290091,premier,tour
8.830779267568936,jean,pierre
9.585666769732404,tiers,monde
6.608386846232487,référendum,nouvelle
7.410028117095697,front,national
8.055845823203708,nouvelle,calédonie
9.093813673402728,président,république
8.608386846232488,mitterrand,rocard
2.5385428576183777,plus,plus
7.913241427760907,rétablissement,peine
7.328278927039753,peine,mort
7.54127265037395,élection,présidentielle
8.356848079236524,gouvernement,socialiste
10.000704269011248,roger,hanin
6.649028830729832,france,europe
3.5021874424005617,france,français
5.740176718788028,façon,plus
8.678776174123886,second,tour
10.000704269011248,revenu,maternel
