measure,first,second
9.668294079059997,immunité,parlementaire
4.75075623925197,liberté,politique
8.194362890727586,chef,etat
6.590291567058723,conseil,national
9.44590165772355,aide,dieu
4.766220499749256,contre,front
8.030864158444704,michel,rocard
7.860939157002395,assemblée,nationale
8.08333157833884,parti,communiste
5.886934365535339,plus,nombreux
2.7494308417854043,plus,plus
6.2683634721713615,intérêt,français
8.516290985614948,quelques,jours
7.056859366977649,premier,ministre
8.708936063557342,heure,vérité
5.943401317194365,homme,politique
9.516290985614948,campagnes,électorales
6.815851267473855,affaire,carpentras
6.719926847475321,front,national
10.668294079059997,fausses,factures
10.668294079059997,harlem,désir
10.253256579781153,bande,quatre
5.005329066337568,peuple,français
8.83821908050231,jacques,chirac
8.931328484893793,françois,mitterrand
6.750756239251969,bureau,politique
9.08333157833884,retenus,irak
9.668294079059997,moyen,orient
