measure,first,second
8.483939768071853,chef,etat
8.769341986934101,campagne,électorale
6.283915159763859,campagne,élections
10.698952659042703,pupille,nation
7.537862314975152,union,européenne
11.091270081821463,banque,centrale
8.336382579657993,grave,crise
8.377024564155342,politiques,économiques
5.862451391325582,beaucoup,autres
3.6236645317384664,beaucoup,plus
8.390830363680372,près,quatre
8.429491984049477,quelque,sorte
8.113990158321547,quelque,chose
6.581495077494527,classe,politique
8.805867862959214,monde,entier
8.105428144818124,jours,jours
8.213525831872461,élections,législatives
8.113990158321545,élections,présidentielles
7.698952659042703,élections,européennes
7.283915159763859,élections,cantonales
6.461913461741853,aurais,faire
9.21352583187246,parlement,européen
6.848096098348513,français,néerlandais
3.7326188809285767,français,abord
9.921345080379151,attendez,attendez
7.309910368296802,économique,sociale
7.599416985491789,présidence,française
6.1843794862129435,présidence,république
8.113990158321545,ministre,intérieur
8.751420078936837,compte,tenu
9.506307581100307,parti,socialiste
4.623664531738465,quatre,plus
6.239521040405405,vais,faire
7.778387126537107,suis,pupille
5.275886786007925,suis,seul
4.31895550789981,suis,assez
3.480706577896422,suis,président
7.07446179413491,constitution,européenne
7.331381898599627,parle,parle
9.113990158321545,pouvoir,achat
5.704329836497152,bien,évident
5.2348445531959324,bien,évidemment
2.5160263057399863,bien,dire
8.447413892046738,vice,premier
5.596414497330265,nombre,gens
5.363349627258264,écoutez,suis
10.921345080379151,vieux,continent
7.821809406828235,premier,ministre
8.68187914568376,liberté,expression
5.37702456415534,soit,celui
2.494381514793499,soit,plus
10.28391515976386,processus,construction
4.124043822985469,abord,france
9.014454484770631,année,prochaine
8.921345080379151,avons,subi
7.698952659042702,avons,perdu
9.59941698549179,etats,unis
9.506307581100305,êtes,train
7.951718729422669,europe,fédérale
8.824483541126561,immigration,massive
8.631838463184165,immigration,masse
8.876950961020697,conseil,constitutionnel
8.113990158321545,irlandais,traité
9.184379486212944,général,gaulle
5.237960526417789,autres,gens
8.59941698549179,assemblée,nationale
4.0387020310173085,pendant,plus
7.805867862959214,faut,regarder
6.998512940901611,faut,aller
4.72447953611856,faut,dire
3.534404835054838,faut,bien
9.068902268793009,quinze,jours
8.046875962463009,assez,banal
6.429491984049477,millions,voix
9.336382579657993,traité,lisbonne
7.751420078936839,traité,constitutionnel
5.19342462581595,savez,suis
5.37702456415534,vrai,avons
9.805867862959214,mettre,péril
9.068902268793009,mettre,oeuvre
4.649882052474776,puisqu,bien
7.559888621305151,commission,européenne
6.939492427089409,dois,dire
9.921345080379151,joue,rôle
4.617564332202047,dire,tant
4.617564332202047,dire,vérité
2.1292778508925654,dire,français
8.698952659042703,deuxième,guerre
8.239521040405405,guerre,mondiale
9.506307581100307,milliards,euros
8.540523296438222,préférence,nationale
3.2698946894489254,france,europe
2.903237652540973,france,français
7.881816716192514,centrale,européenne
3.54389351832336,sarkozy,avait
8.136016464651544,certain,nombre
6.0387020310173085,plus,tard
4.816309609680861,plus,loin
3.2838145288538403,plus,millions
2.4142111661095154,plus,conséquent
1.8423048182138064,plus,pays
1.7410214823766221,plus,plus
6.429491984049477,politique,américaine
4.259566982607163,politique,française
3.541966713307888,politique,européenne
8.184379486212945,connu,parti
4.609470650155711,pays,monde
4.581495077494525,crise,politique
4.7783871265371065,puisque,suis
4.3796031082571165,ailleurs,faut
9.046875962463009,sommes,obligés
5.69609300490346,peuple,français
8.921345080379151,pouvoirs,publics
7.176205554767245,président,république
4.138237704568223,président,front
8.213525831872461,peine,mort
9.220905362238058,entrée,turquie
9.769341986934101,pensée,unique
7.209567818303778,nicolas,sarkozy
3.8633533576199746,crois,faut
2.3761660725852938,crois,crois
1.2661125271203808,crois,plus
7.457944559538909,front,national
