measure,first,second
8.764208130139949,droit,vote
7.838208711583724,pays,cèdre
9.349170630861103,classe,politico
6.800734006165062,était,temps
7.863743803690862,jean,marie
5.6542904380619134,marie,france
9.501173724306152,tiers,mondiste
8.594283128697636,général,aoun
6.94552679040955,front,national
5.069327937340757,peuple,france
9.278781302969705,politico,médiatique
8.278781302969705,chers,amis
4.539241765139673,toujours,plus
10.08613622502731,groupe,droites
2.3262480418054743,plus,plus
8.764208130139949,droites,européennes
9.764208130139949,etats,généraux
8.211667107111168,grande,importance
8.349170630861103,parlement,européen
7.823101819193516,parlement,strasbourg
7.101243117417519,europe,patrie
8.08613622502731,quelques,jours
