measure,first,second
8.074736143321886,fonction,publique
7.337770549155679,trois,mois
10.659698644043043,jean,marie
7.370192026848057,contre,terrorisme
7.7852295261269,lutte,contre
8.222293331735743,assemblée,nationale
9.65969864404304,acte,unique
10.244661144764198,palais,bourbon
5.6596986440430435,plus,tard
7.544221426623107,utile,votez
6.669752308706967,utile,voter
6.922733049876836,majorité,parlementaire
9.437306222706596,lettre,jean
10.2446611447642,équipe,ministérielle
9.437306222706596,faux,semblants
7.084789807985809,voter,utile
8.29980269895666,premier,ministre
7.600804954989473,rassemblement,national
7.4564150456543015,front,national
10.2446611447642,visa,entrée
8.544221426623107,votez,utile
9.659698644043043,conseils,régionaux
8.11537812781923,président,république
9.437306222706596,bande,quatre
9.244661144764198,hauts,fonctionnaires
10.2446611447642,suffrage,universel
9.922733049876836,peine,mort
6.659698644043043,opposition,parlementaire
8.074736143321886,opinion,publique
