measure,first,second
7.802936401421636,etat,stratège
6.952920327230034,etat,fort
6.487894692119513,etat,collectivités
4.928467283505494,etat,conseils
4.669733015105326,etat,nation
3.4824811959331488,etat,etat
1.8169589682885032,etat,français
1.601395885342173,etat,faut
5.500749202830143,vaut,bien
4.459802385090157,travailleurs,français
6.565897204120784,chef,etat
9.163886385138182,rendez,compte
11.378665622364753,aide,médicale
6.520684627237182,aide,sociale
7.212965206784167,coûte,milliards
3.434711404127331,coûte,plus
7.099116129747944,petits,enfants
4.9157867021089885,imaginez,bien
6.9513417497580825,empêcher,front
6.88850087618785,propre,dette
7.099116129747944,enfants,petits
5.745896480745051,permettez,dire
10.479751747479067,partenaires,européens
8.267941934915452,somme,toute
3.5378048970914318,salaires,français
7.1072845075926026,classe,politique
5.260270921562524,chiffres,immigration
11.124092795279157,proposition,concrète
13.304665040920977,fêtes,foraines
10.497310118863371,court,terme
8.710713756972567,petite,caste
10.745237632306956,conseils,généraux
10.404200714471893,conseils,régionaux
7.1549179214162955,présidentielle,2012
3.776406298162563,présidentielle,pense
6.24938260541979,porte,projet
5.834345106140944,porte,monnaie
12.556203807916944,mariage,homosexuel
5.178821107942783,bien,commun
4.55321662272428,bien,compris
4.193320677637898,bien,entendu
4.108431780051383,bien,contraire
3.9615903917221136,bien,évidemment
3.6678591886653997,bien,souvent
2.880162792378268,bien,problème
2.8283238608586494,bien,seule
2.5120645160579773,bien,autres
2.3673500774129455,bien,sommes
2.310924643950127,bien,vais
2.248083770379896,bien,dire
2.178821107942781,bien,écoutez
2.0392697555439874,bien,crois
2.0331436527471443,bien,voilà
1.871392582750536,bien,toujours
1.6933942807725408,bien,réalité
1.5372750788552594,bien,pense
1.5234692793302287,bien,choix
1.366322882609218,bien,faut
1.215346983967894,bien,suis
0.5983740883441193,bien,plus
0.5269083632970002,bien,bien
-0.15030248834878535,bien,france
7.011883291693129,série,gens
6.292692399254902,français,commencent
5.345159819149037,français,savent
4.97076430436754,français,afrique
4.707729898533742,français,doivent
4.385801803646382,français,vivent
4.044764885811315,français,vive
3.769130443197888,français,soient
3.592252681113809,français,veulent
3.2926923992549,français,besoin
3.2482982798964457,français,peuvent
2.4853374771972963,français,face
2.1429452797502204,français,intérêt
1.9707643043675382,français,droit
1.9707643043675382,français,écoutez
1.6061918720716815,français,sera
1.456355083471692,français,bien
1.3806585003704228,français,faut
1.3040077124827345,français,liberté
1.0072901803926513,français,suis
0.7077298985337457,français,aujourd
0.5922526811138091,français,pense
0.4161754526899024,français,crois
0.197672206826482,français,plus
0.035304556562248735,français,faire
-0.6261708380196929,français,français
8.954167793836845,copé,niche
8.404200714471893,fonction,publique
11.304665040920977,amour,immodéré
9.982736946033615,amour,patrie
4.2385758504632065,amour,france
6.143449160670723,rapport,entre
9.286743132923718,peser,baisse
5.914639429650208,celui,vérité
5.87281925395558,celui,porte
3.8122777120205296,celui,front
5.388785662085201,volonté,peuple
4.6711853927859295,volonté,politique
9.335038689964495,saccage,social
7.251553704461415,arrivée,pouvoir
7.684078630469102,régler,problème
7.532723876860095,zone,euro
3.0361620276370545,zone,plus
4.572214927877264,rend,plus
6.008278231041407,veut,dire
5.331685254854685,veut,mettre
3.6250441975452787,veut,faire
10.020320128841771,traités,européens
12.626593135808339,relèvement,exigences
8.731775372500397,retour,réel
6.2912027811144124,retour,monnaie
8.154917921416294,conflits,intérêt
10.963628123085911,désindustrialisation,massive
5.454999314005407,coup,était
8.991004562017215,régression,sociale
3.0131105950771353,écoutez,crois
11.189187823501042,quartiers,entiers
7.130738108921168,débat,débat
3.9468198353993564,débat,politique
8.779312029337976,hommes,femmes
9.812811944591301,emplois,industriels
10.604225322779884,principes,républicains
10.974516439228648,classes,moyennes
10.7521240178922,classes,populaires
11.889627541642135,titres,séjour
6.740896762468944,chacun,sait
5.762020054034696,chacun,entre
8.30229413645823,protection,sociale
5.99480977833419,protection,frontières
