measure,first,second
6.919080004616433,faire,avancer
8.0,jean,marie
5.504042505337588,préoccupations,français
7.371968777386959,débat,public
6.793549122532575,front,national
6.263034405833794,élus,front
3.597151909729071,aujourd,plus
7.156119201917283,union,européenne
6.308122295362332,national,rassemblement
8.156119201917281,élections,municipales
5.98619420047497,année,2014
5.182114410450225,beaucoup,plus
8.893084796083489,rassemblement,bleu
4.696687583279983,plus,jamais
2.9450752131493783,plus,plus
8.70043971814109,lors,congrès
8.893084796083489,parlement,européen
8.893084796083489,bleu,marine
5.876011282724546,autres,pays
5.715546610531301,bien,autres
9.37851162325373,françois,hollande
