measure,first,second
7.614473602406031,campagne,électorale
3.2391292582309816,campagne,front
6.847088060355112,contre,insécurité
6.557581443160126,contre,ensemble
8.319841057490244,union,européenne
7.426756261406755,manière,dont
7.323116189523103,nouveau,monde
11.197585307439244,barrer,route
6.603634023490832,beaucoup,autres
6.875657212551882,quelques,mois
9.110122466188903,quelque,sorte
9.645044284410467,réforme,retraites
5.7381536888019475,monde,besoin
10.519513402326606,conseillers,régionaux
7.989692455797914,élections,présidentielles
7.890156782246998,élections,européennes
7.1531911880807915,élections,régionales
5.46061971327304,besoin,france
8.475119282968155,liste,arrivée
4.552287143490613,liste,front
9.934550901605451,ministre,propagande
9.086553995050501,ministre,intérieur
10.61262280671809,construire,prisons
10.519513402326606,parlement,européen
9.519513402326606,bureau,exécutif
6.7469238984296815,bureau,politique
7.290694711830726,peux,dire
4.204363840070306,voix,front
10.712158480269004,jean,marie
10.06008178368931,xxième,siècle
8.934550901605451,arrivée,tête
9.197585307439244,parti,socialiste
10.349588400884294,relancer,économie
8.390230385381642,vais,répondre
5.875657212551882,veut,dire
10.712158480269004,coûte,cher
7.161961397708524,classe,politique
6.9446045662693745,pouvoir,socialo
5.614126397308475,bien,évident
4.199088898029633,bien,trouve
4.006443820087236,bien,évidemment
2.5145907237575624,bien,dire
1.241572229351144,bien,plus
7.197585307439245,gens,riches
4.497145589298151,gens,dont
4.426756261406755,électeurs,front
8.271585888883024,région,parisienne
8.29712098099016,premier,tour
9.712158480269004,crimes,délits
6.464230966825417,électorale,européenne
8.712158480269004,deuxième,tour
8.449124074435211,hommes,politiques
7.127195979547848,toutes,régions
9.519513402326606,listes,électorales
1.8166192612072187,français,bien
7.390230385381641,fête,travail
10.519513402326606,fond,commerce
10.519513402326606,représentés,assemblée
5.649148682743203,avons,élus
4.3112790439868185,élus,front
10.712158480269004,etats,unis
7.475119282968154,opposition,nationale
3.930798766744344,europe,monde
7.764625900163138,immigration,masse
5.064186182022047,immigration,dont
5.703596466765578,temps,temps
8.127195979547846,autres,domaines
5.904803558211398,autres,partis
10.782547808160402,prendrais,acte
8.06008178368931,assemblée,nationale
8.432050561076268,pendant,décennies
5.659461057179341,pendant,campagne
4.50409834993992,faut,faire
4.383804116222208,faut,dire
3.5145907237575624,faut,bien
9.712158480269004,conseiller,régional
7.712158480269003,revenu,travail
10.519513402326606,port,voile
5.0256579530857834,cadre,national
9.782547808160402,impôt,revenu
6.833012875143391,front,national
4.4954819008098585,puisqu,bien
7.404036184906671,gouvernements,gauche
3.9850159685884403,national,avons
3.0256579530857852,national,autres
1.9101807356658487,national,front
6.7601799951319475,dois,dire
5.875657212551882,voudrais,dire
3.3838041162222083,dire,faut
10.519513402326606,augmenter,impôts
8.847088060355112,guerre,irak
9.542233478826692,milliards,euros
9.712158480269004,délits,crimes
11.934550901605451,dalil,boubakeur
9.326868324384211,administration,fiscale
7.624695639018663,lutte,contre
7.9048035582114,années,années
10.712158480269004,prix,nobel
8.42265186307402,certain,nombre
5.924566813032829,plus,nombreux
4.6026387181454655,plus,loin
2.481623317184102,plus,plus
9.975192886102796,milliard,euros
6.2747531679617055,route,front
7.738153688801948,tiers,monde
6.32968884344659,pensent,français
9.890156782246997,socialo,communistes
9.645044284410467,socialo,communiste
10.197585307439244,dossier,complémentaire
7.695084966910061,aucune,raison
5.546055189779098,puisque,sommes
8.127195979547846,sécurité,sociale
3.674023351382232,était,ailleurs
6.192185319696657,peuple,français
11.519513402326607,juge,libertés
7.847088060355111,président,république
3.9189809788368972,sais,bien
5.826026444827281,quoi,faire
4.684515725199873,sait,bien
6.805267884660484,suis,fanatique
5.638399441651508,politique,française
4.407073895545054,politique,immigration
4.35460647565092,politique,européenne
