measure,first,second
8.066601784188833,députés,européens
7.584450089051451,conseil,général
8.514060761160053,campagne,électorale
3.9670661106379175,contre,front
3.6558644223436136,faut,bien
8.552028611359074,strictement,rien
9.136991112080231,toutes,séances
7.173516988105344,mois,demi
10.873956706246437,vieille,garde
8.552028611359074,millions,habitants
7.38210360991676,millions,demi
9.136991112080231,somme,toute
8.288994205525281,dernières,élections
8.806842510387899,quelque,sorte
7.999487588330296,quelque,chose
10.136991112080228,préfère,battu
6.838742013662381,front,national
10.136991112080231,bouches,rhône
10.136991112080228,conseillers,régionaux
7.610922300412642,élections,européennes
7.0666017841888324,élections,présidentielles
7.066601784188832,dois,dire
10.136991112080228,jacques,chirac
7.536087067490053,quelques,jours
6.484914415500537,bureau,politique
9.721953612801386,noirs,harkis
10.458919206967591,pieds,noirs
9.458919206967593,jusqu,présent
10.136991112080231,jean,marie
4.327062246358798,dont,suis
6.9670661106379175,demi,voix
7.28899420552528,rien,voir
10.873956706246437,etats,unis
8.329636190022626,certain,nombre
6.786493864996097,suis,fier
3.5134753705896813,suis,président
7.704031704804124,élection,européenne
8.873956706246435,tête,liste
2.6486689209394108,bien,bien
2.5854750944522156,bien,dire
2.305367175259482,bien,suis
5.092596992721777,ailleurs,façon
6.584450089051452,personne,dont
8.26252199416409,parlement,européen
9.04388170768875,premier,ministre
7.7584794888265005,peuple,serbe
8.873956706246435,hommes,politiques
6.463434688090086,président,conseil
6.279010116952657,président,république
3.694047616231501,président,front
5.070901921622458,sais,bien
5.651564284909989,vais,dire
5.192132666272691,était,première
7.795954194245163,partir,moment
2.844209362852382,crois,crois
