measure,first,second
9.819630266913725,paris,espace
10.064742764750259,secrétaire,général
9.32777717058405,campagne,électorale
7.5908115764178445,trouve,scandaleux
5.683920980809328,trouve,assez
10.427312844134963,petits,groupes
3.3735808601971744,problème,bien
7.619957922077361,mois,après
11.234667766192569,cancer,prostate
3.9585433609183305,européens,bien
6.410239330776022,beaucoup,mieux
3.5266185144903517,beaucoup,plus
8.083074587522516,quelque,sorte
6.945571063772578,quelque,chose
6.7388127393054,temps,temps
8.534228048051478,grand,meeting
7.994353436858858,pose,question
9.360198648276427,élections,présidentielles
8.360198648276427,élections,européennes
3.5266185144903517,sera,plus
8.025214400563618,jacques,chirac
7.986740252748983,parlement,européen
3.8524040080777304,voulez,faire
3.08407424300219,voulez,bien
11.649705265471413,jean,paul
9.497702172026361,économique,social
8.534228048051476,présidence,république
9.32777717058405,deuxième,tour
9.775236147555272,toute,série
9.912739671305207,zone,euro
10.234667766192569,balle,camp
4.894817763307945,veut,dire
6.687773306304933,constitution,européenne
8.119190548772632,rôle,important
4.141910625272715,pouvoir,faire
4.636615266030969,bien,évident
4.4731165337480885,bien,voir
4.221577766752125,bien,évidemment
3.3735808601971744,bien,écoutez
2.1005623657907595,bien,faut
1.7772135962037705,bien,crois
0.7886183594760183,bien,dire
9.234667766192569,premier,rang
8.234667766192569,premier,ministre
4.703286305676256,nombre,autres
4.4598807065913935,nombre,gens
4.707190760132173,autant,plus
6.7268731259938725,faire,club
5.311835626715029,faire,réformes
2.429192577353186,faire,europe
5.722915112425191,gens,banlieues
8.842350343413809,place,opéra
8.257387842692655,hommes,politiques
10.234667766192569,économiques,sociales
10.497702172026361,milliards,francs
10.427312844134967,etats,unis
3.216865133549094,europe,plus
2.0759003115564916,europe,bien
8.649705265471413,immigration,massive
10.064742764750259,conseil,administration
10.064742764750257,conseil,régional
7.257387842692652,santé,président
9.234667766192569,réformes,nécessaires
4.788175203262771,autres,pays
9.038270553389065,assemblée,nationale
5.611152024702019,faut,savoir
3.7917242703438383,faut,dire
3.6762470529239053,faut,faire
2.9079172878483632,faut,bien
7.1053847492476025,assez,normal
7.376686771064996,millions,étrangers
6.1542943497285485,millions,voix
6.054758676177634,millions,électeurs
2.7886183594760183,pense,français
6.339850002884626,après,guerre
6.292153260853329,plus,enfonce
5.484798338795727,plus,grave
4.913641637599598,plus,grand
1.707190760132173,plus,suis
0.9346012562352453,plus,plus
6.376686771064996,réponse,peuple
8.257387842692655,grande,partie
8.234667766192567,front,national
6.967881225497668,mettre,place
5.695508955084538,gouvernements,français
9.234667766192569,jusqu,présent
9.775236147555272,avais,deviné
7.32777717058405,moment,donné
4.742814669862893,voudrais,dire
2.672425341971497,dire,était
1.8948177633079446,dire,suis
8.825276830054868,guerre,civile
1.6676623959455341,france,plus
4.842350343413807,était,villiers
7.965207091199339,certain,nombre
8.105384749247602,partir,moment
9.649705265471413,élection,présidentielle
5.579315937580013,politique,française
10.590811576417845,services,publics
5.92723924100032,pays,européens
6.479780264029101,dois,dire
9.649705265471415,sécurité,sociale
11.234667766192569,espace,charenton
3.7434827388912186,voilà,crois
8.105384749247602,dont,voyons
5.422490460678123,peuple,français
7.586695467945614,président,république
6.484239912219801,sais,rien
6.064742764750255,homme,politique
4.894817763307943,vais,dire
3.2955783481959013,sait,bien
5.649705265471411,suis,présent
4.695508955084538,gouvernement,français
3.99805556597682,crois,peur
3.7434827388912186,crois,savoir
3.130505862000467,crois,déjà
2.3880020842928307,crois,faut
2.0646533147058417,crois,crois
8.105384749247602,partis,politiques
