measure,first,second
8.23054623047401,etat,stratège
7.0379011525316155,etat,fort
6.809082462035734,etat,collectivités
5.101263213529043,etat,nation
3.024811153091168,etat,etat
1.9086181355866465,etat,français
1.0411922946746266,etat,bien
9.121732743335086,héroïne,nationale
7.807773082415562,strictement,rien
6.158680244274688,décider,entre
6.368999833310562,petits,enfants
6.053498007582633,petits,salaires
3.7380530633002067,intéresse,plus
5.25063047651734,redresser,france
8.822172461476177,république,référendaire
7.037901152531614,république,vive
5.311210542198797,république,française
4.947703343560034,république,avez
4.429855038697415,république,voyez
0.6555909031082336,république,plus
11.08520686730997,proximité,idéologique
10.670169368031125,effacer,bénéfice
8.93320377386492,outre,étranger
7.988345328057381,petit,commerce
6.862814445973523,petit,coup
5.370961349643846,petit,monde
3.0597596613495437,petit,faut
1.6962328876055803,petit,plus
2.7380530633002067,jeanne,plus
11.822172461476178,bouclier,patriotique
11.99209746291849,conseils,généraux
13.577059963639645,traite,intégriste
5.5123171988893915,français,attendent
4.725310922223587,français,privés
4.462276516389794,français,sachent
4.207462617360971,français,origine
4.140348421502432,français,savent
4.014817539418571,français,payent
3.9217081350270906,français,doivent
3.9217081350270906,français,musulmans
3.1735152854376327,français,fais
3.0148175394185746,français,peuvent
2.9444282115271747,français,droit
2.9273546981682337,français,aucun
2.9273546981682337,français,soient
2.3518525266961436,français,quelque
2.242228035521645,français,toute
1.7253109222235867,français,savez
1.6928894445312093,français,liberté
1.661180584803871,français,celui
1.6455837297528522,français,voir
1.6148869325299344,français,vais
1.5336908496819568,français,faut
1.512317198889388,français,sommes
1.4843028227197905,français,situation
1.4500329206350493,français,soit
1.4432755544597349,français,veut
1.339252489916511,français,sera
1.3069982909118814,français,crois
1.254005203298,français,pouvoir
1.052885580252095,français,rien
0.67581593117227,français,faire
0.6455837297528504,français,ailleurs
0.3076675996879281,français,plus
0.21895825619879616,français,suis
0.17351528543763095,français,pays
-0.20757488191787488,français,français
-0.7266494469825737,français,france
-1.0750007228298983,français,bien
8.348241273143763,laisser,tomber
4.3538878362849065,laisser,faire
7.573401513316439,fonction,publique
4.828867114050185,amour,pays
4.343739880908826,amour,france
3.8653929900752964,rapport,pays
12.184742540860885,xxième,siècle
9.795700250114983,questions,auxquelles
8.310273422944743,saccage,social
7.314025557805852,augmenter,salaires
4.646322626076758,augmenter,pouvoir
8.822172461476177,dissuasive,immigration
9.23054623047401,régler,problèmes
7.90675779356112,régler,problème
7.706695244056242,pourrait,croire
3.8457409326145804,pourrait,faire
10.407134962197333,rempli,rôle
8.184742540860885,priorités,politiques
13.992097462918489,karl,marx
7.429855038697417,extrême,gauche
11.014817539418573,ville,rennes
9.500244366588813,privation,liberté
6.154995197466832,débat,public
5.988345328057381,débat,protectionnisme
4.911724046454468,débat,euro
8.602123980608027,hommes,femmes
6.242228035521645,hommes,politiques
8.529936051525619,emplois,emplois
7.493048865184612,fond,choses
8.971950889806715,raison,laquelle
6.787526318669286,raison,simple
7.994353436858857,avons,versé
5.888154033026932,avons,devoir
5.060990629889147,avons,besoin
4.520422248526446,avons,millions
4.141910625272713,avons,peur
3.4500329206350457,avons,droit
2.675768785045868,avons,plus
5.945882907935665,surtout,part
2.125076186409453,surtout,plus
13.255131868752283,compagnies,pétrolières
5.173515285437633,propre,pays
5.695946002964549,respect,toute
10.73470962022584,centaines,milliers
6.748130135988159,centaines,milliards
8.947703343560036,train,préparer
7.140348421502432,train,passer
4.637848080973246,train,mettre
3.801346813256126,train,faire
8.599780040139727,maintient,territoire
8.59978004013973,immigration,massive
7.8221724614761765,immigration,clandestine
7.684668937726242,immigration,masse
7.652247460033866,immigration,légale
5.792425118082125,immigration,insécurité
4.237209960755019,immigration,travail
3.2025638179481284,enfants,leurs
2.0807054750750282,enfants,france
5.969729649890036,autres,candidats
4.366845241171616,autres,grands
3.8653929900753,autres,pays
1.7688800752528202,autres,bien
11.117628345002347,cantonales,mars
14.407134962197333,strauss,kahn
10.00910388822418,police,gendarmerie
13.184742540860885,manuels,scolaires
12.670169368031129,pipeau,magique
11.08520686730997,traité,lisbonne
8.969729649890034,traité,européen
3.8578850813115686,savez,bien
7.348241273143763,heure,grave
9.10596542747677,grande,bretagne
8.80557049413905,grande,distribution
7.731569912695269,grande,fermeté
7.673355298749975,grande,partie
7.009103888224178,grande,finance
6.966035166332292,grande,difficulté
6.883573006140319,grande,famille
6.5326658442811905,économie,finance
4.7441699494749034,économie,française
8.54915396706976,européenne,2005
6.964191466348604,européenne,commission
2.746099182445782,européenne,faut
10.854593939168556,mauvaise,dépense
6.985070196024521,absolument,aucune
8.73470962022584,grands,groupes
8.482322458591552,grands,projets
8.23720996075502,grands,patrons
7.273735836780135,grands,sujets
6.886712713670889,grands,parents
6.536770242613928,grands,partis
5.7453568644253465,grands,candidats
4.3410457717395605,voudrais,dire
6.510298031252736,certains,étrangers
4.106401089579094,certains,pays
4.210737749393829,aujourd,heure
4.009103888224178,aujourd,clairement
3.275278001588541,aujourd,sommes
2.3829187247765073,aujourd,avons
2.3527567542662577,aujourd,toutes
2.2017489661665746,aujourd,entre
1.296651652381108,aujourd,dire
1.1064010895790943,aujourd,pays
1.0035142065285427,aujourd,plus
0.5553859207812764,aujourd,français
5.675815931172268,capables,faire
11.55469215061119,fondamentalisme,islamique
11.069265323440948,fondamentalisme,islamiste
9.144100556363538,telle,telle
11.140348421502434,zones,rurales
7.944428211527175,zones,droit
7.799804648447722,prendre,charge
5.282152082685991,prendre,main
4.51535125897902,prendre,gens
1.9559238503650036,prendre,français
12.08520686730997,générations,futures
9.574244948032593,êtes,tombés
5.699775830116449,êtes,chômage
5.043730231333809,êtes,situation
3.3060894445256093,socialiste,bien
10.184742540860885,fraude,fiscale
11.933203773864921,métier,enseignant
8.582706526780786,poste,important
5.433198481771786,représentent,plus
5.5326658442811905,question,crise
7.627233252880533,affaire,merah
10.53266584428119,prochaines,élections
12.447776946694677,radicalement,différent
9.822172461476178,intérêts,électoraux
7.056637715113199,intérêts,dette
3.0148175394185746,intérêts,français
3.6818633910763054,parler,politique
2.899340321998638,parler,français
2.5501907583762495,parler,france
9.540886351086161,bulletin,vote
2.5227100219541416,vers,france
7.190389104002028,redressement,national
5.063332367687206,redressement,pays
6.441350677535244,consiste,prendre
6.476397624634446,arrivé,pouvoir
5.377387618803279,réservé,français
9.115580516353491,monnaie,commune
8.498909155904995,monnaie,unique
6.737068893099762,monnaie,nationale
13.99209746291849,capitalisations,boursières
11.795700250114985,longue,durée
3.429855038697415,permettre,français
9.159207448753747,valeurs,traditions
3.002702963073755,valeurs,france
4.79980464844772,beaucoup,mieux
4.455850247230359,beaucoup,compatriotes
4.4372345690630155,beaucoup,autres
4.070628402387079,beaucoup,plus
2.0739796118867133,beaucoup,pays
1.522964443088899,beaucoup,français
8.701157060514811,commission,européenne
12.933203773864921,témoin,assisté
9.170095764896486,quelques,semaines
7.170095764896487,quelques,jours
6.599780040139727,quelques,mots
6.479780264029101,quelques,mois
8.429855038697417,modèle,ultralibéral
7.4646204568580945,modèle,économique
6.207462617360971,modèle,société
5.140348421502431,modèle,social
9.70669524405624,mécanisme,européen
3.792425118082125,demander,français
9.933203773864923,libre,échange
7.570032696745676,argent,public
2.6549215943321904,argent,français
2.0505301592539613,argent,bien
9.866425699525902,marchés,financiers
6.837279353866386,marchés,publics
9.36274084283888,trois,quatre
7.65819672636505,trois,jours
6.967881225497665,trois,mois
5.2107377493938305,trois,enfants
7.871082061957123,venir,soutien
2.3926494813897676,venir,france
10.028623338943603,vents,mondialisation
5.033544747487477,voulez,pense
4.817483815682548,vient,dire
8.097279699610546,mise,œuvre
7.879887959332464,mise,place
9.324394531189396,créent,emploi
11.969729649890036,notes,frais
7.763278772422607,disparition,frontières
9.512317198889392,ordre,républicain
6.570032696745676,ordre,public
3.758477786158787,ordre,pays
7.277851945252365,liberté,monétaire
7.085206867309969,liberté,presse
5.915281865867657,liberté,souveraineté
4.3572864127467685,liberté,peuple
